scientificname,sources,n_rows,is_genus_placeholder,is_non_binomial,taxonomy_source,filter_level_used,status,accepted_name,aphia_id,gbif_key,rank_resolved,resolved_kingdom,resolved_phylum,resolved_class,resolved_order,resolved_family,resolved_genus,habitat,source_taxonomy_kingdom,source_taxonomy_phylum,source_taxonomy_class,source_taxonomy_order,source_taxonomy_family,source_taxonomy_genus,hierarchy_match,taxonomy_provenance,manual_correction_applied,manual_corrected_query_name,manual_correction_note
Cambarus diogenes,"anztox,wqbench",10,FALSE,FALSE,wqbench,class,exact_unaccepted_filtered,Lacunicambarus diogenes,885167,NA,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Cambarus,freshwater,Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Cambarus,TRUE,worms_full,FALSE,NA,NA
Caridina africana,wqbench,10,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Caridina africana,240818,NA,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Caridina,freshwater,Animalia,Arthropoda,Malacostraca,Decapoda,Atyidae,Caridina,TRUE,worms_full,FALSE,NA,NA
Chaetoceros muelleri,wqbench,10,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Chaetoceros muelleri,163098,NA,Species,Chromista,Heterokontophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,marine,Chromista,Bacillariophyta,Bacillariophyceae,Centrales,Chaetocerotaceae,Chaetoceros,FALSE,worms_full,FALSE,NA,NA
Chattonella marina,wqbench,10,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Chattonella marina,233780,NA,Species,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,marine,Chromista,Pyrrophycophyta,Chloromonadophyceae,Chloromonadales,Vacuolariaceae,Chattonella,FALSE,worms_full,FALSE,NA,NA
Chilodonella uncinata,"envirotox,wqbench",10,FALSE,FALSE,wqbench,phylum,exact_filtered,Chilodonella uncinata,417372,NA,Species,Chromista,Ciliophora,Phyllopharyngea,Chlamydodontida,Chilodonellidae,Chilodonella,marine,Animalia,Ciliophora,Ciliatea,Cyrtophorida,Chilododontidae,Chilodonella,TRUE,worms_full,FALSE,NA,NA
Chlamys sp.,wqbench,10,TRUE,FALSE,wqbench,genus_only,genus_resolved,Chlamys sp.,138315,NA,Genus,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,marine,Animalia,Mollusca,Bivalvia,Ostreoida,Pectinidae,Chlamys,TRUE,worms_full,FALSE,NA,NA
Chlorohydra viridissima,"envirotox,wqbench",10,FALSE,FALSE,wqbench,class,exact_unaccepted_filtered,Hydra viridissima,564186,NA,Species,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Chlorohydra,freshwater,Animalia,Cnidaria,Hydrozoa,Hydroida,Hydridae,Chlorohydra,TRUE,worms_full,FALSE,NA,NA
Chrysophrys auratus,wqbench,10,FALSE,FALSE,wqbench,none,ambiguous_after_filter,NA,NA,NA,NA,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Chrysophrys,NA,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Chrysophrys,NA,ambiguous_partial,FALSE,NA,NA
Cinygmula reticulata,wqbench,10,FALSE,FALSE,wqbench,none,gbif_resolved,Cinygmula reticulata,NA,1408515,SPECIES,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygmula,NA,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygmula,TRUE,gbif_full,FALSE,NA,NA
Clinocardium nuttallii,wqbench,10,FALSE,FALSE,wqbench,class,exact_filtered,Clinocardium nuttallii,381980,NA,Species,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Clinocardium,marine,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Clinocardium,TRUE,worms_full,FALSE,NA,NA
Colpidium sp.,wqbench,10,TRUE,FALSE,wqbench,genus_only,genus_resolved,Colpidium sp.,425556,NA,Genus,Chromista,Ciliophora,Oligohymenophorea,Tetrahymenida,Turaniellidae,Colpidium,marine,Animalia,Ciliophora,Ciliatea,Hymenostomatida,Tetrahymenidae,Colpidium,TRUE,worms_full,FALSE,NA,NA
Coregonus albula,"envirotox,wqbench",10,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Coregonus albula,127178,NA,Species,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,marine|brackish|freshwater,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,TRUE,worms_full,FALSE,NA,NA
Crangon sp.,wqbench,10,TRUE,FALSE,wqbench,none,gbif_resolved,Crangon,NA,2222161,GENUS,Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,TRUE,gbif_full,FALSE,NA,NA
Cryptomonas pyrenoidifera,wqbench,10,FALSE,FALSE,wqbench,class,exact_filtered,Cryptomonas pyrenoidifera,572022,NA,Species,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,freshwater,Plantae,Cryptophycophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,FALSE,worms_full,FALSE,NA,NA
Culex melanurus,"envirotox,wqbench",10,FALSE,FALSE,wqbench,none,gbif_resolved,Culex melanurus,NA,1649515,SPECIES,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culiseta,NA,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,TRUE,gbif_full,FALSE,NA,NA
Cypris sp.,wqbench,10,TRUE,FALSE,wqbench,genus_only,genus_resolved,Cypris sp.,415273,NA,Genus,Animalia,Arthropoda,Ostracoda,Podocopida,Cyprididae,Cypris,freshwater,Animalia,Arthropoda,Ostracoda,Podocopida,Cyprididae,Cypris,TRUE,worms_full,FALSE,NA,NA
Daphnia parvula,"envirotox,wqbench",10,FALSE,FALSE,wqbench,class,exact_filtered,Daphnia parvula,1298096,NA,Species,Animalia,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia,freshwater,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,TRUE,worms_full,FALSE,NA,NA
Dexiotricha granulosa,"envirotox,wqbench",10,FALSE,FALSE,wqbench,none,gbif_resolved,Dexiotricha granulosa,NA,7355546,SPECIES,Chromista,Ciliophora,Oligohymenophorea,Scuticociliatida,Loxocephalidae,Dexiotricha,NA,Animalia,Ciliophora,Ciliatea,Hymenostomatida,Loxocephalidae,Dexiotricha,TRUE,gbif_full,FALSE,NA,NA
Echinogammarus meridionalis,wqbench,10,FALSE,FALSE,wqbench,class,exact_unaccepted_filtered,Echinogammarus incertae sedis meridionalis,490111,NA,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,freshwater,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,TRUE,worms_full,FALSE,NA,NA
Elimia virginica,wqbench,10,FALSE,FALSE,wqbench,none,ambiguous_after_filter,NA,NA,NA,NA,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Pleuroceridae,Elimia,NA,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Pleuroceridae,Elimia,NA,ambiguous_partial,FALSE,NA,NA
Ephoron virgo,wqbench,10,FALSE,FALSE,wqbench,none,gbif_resolved,Ephoron virgo,NA,4481291,SPECIES,Animalia,Arthropoda,Insecta,Ephemeroptera,Polymitarcyidae,Ephoron,NA,Animalia,Arthropoda,Insecta,Ephemeroptera,Polymitarcyidae,Ephoron,TRUE,gbif_full,FALSE,NA,NA
Ephydra sp.,wqbench,10,TRUE,FALSE,wqbench,genus_only,genus_resolved,Ephydra sp.,118124,NA,Genus,Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Ephydra,marine|terrestrial,Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Ephydra,TRUE,worms_full,FALSE,NA,NA
Erpobdella sp.,wqbench,10,TRUE,FALSE,wqbench,genus_only,genus_resolved,Erpobdella sp.,160006,NA,Genus,Animalia,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,freshwater,Animalia,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,TRUE,worms_full,FALSE,NA,NA
Fragilaria crotonensis,wqbench,10,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Fragilaria crotonensis,149360,NA,Species,Chromista,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,freshwater,Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria,FALSE,worms_full,FALSE,NA,NA
Furcellaria lumbricalis,wqbench,10,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Furcellaria lumbricalis,145620,NA,Species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Furcellariaceae,Furcellaria,marine|brackish,Plantae,Rhodophycota,Rhodophyceae,Gigartinales,Furcellariaceae,Furcellaria,FALSE,worms_full,FALSE,NA,NA
Gracilariopsis longissima,wqbench,10,FALSE,FALSE,wqbench,genus,exact_filtered,Gracilariopsis longissima,146960,NA,Species,Plantae,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,Gracilariopsis,marine,Plantae,Rhodophycota,Rhodophyceae,Gigartinales,Gracilariaceae,Gracilariopsis,FALSE,worms_full,FALSE,NA,NA
Haliotis cracherodii,wqbench,10,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Haliotis cracherodii,405012,NA,Species,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,marine,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Haliotididae,Haliotis,TRUE,worms_full,FALSE,NA,NA
Helicopsyche sp.,wqbench,10,TRUE,FALSE,wqbench,none,gbif_resolved,Helicopsyche,NA,1434832,GENUS,Animalia,Arthropoda,Insecta,Trichoptera,Helicopsychidae,Helicopsyche,NA,Animalia,Arthropoda,Insecta,Trichoptera,Helicopsychidae,Helicopsyche,TRUE,gbif_full,FALSE,NA,NA
Hydra americana,"envirotox,wqbench",10,FALSE,FALSE,wqbench,class,exact_unaccepted_filtered,Hydra vulgaris,290127,NA,Species,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,freshwater,Animalia,Cnidaria,Hydrozoa,Hydroida,Hydridae,Hydra,TRUE,worms_full,FALSE,NA,NA
Laminaria digitata,wqbench,10,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Laminaria digitata,145724,NA,Species,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,marine,Chromista,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,FALSE,worms_full,FALSE,NA,NA
Leptoxis carinata,wqbench,10,FALSE,FALSE,wqbench,class,exact_filtered,Leptoxis carinata,1117090,NA,Species,Animalia,Mollusca,Gastropoda,Caenogastropoda incertae sedis,Pleuroceridae,Leptoxis,freshwater,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Pleuroceridae,Leptoxis,TRUE,worms_full,FALSE,NA,NA
Limnodriloides verrucosus,"envirotox,wqbench",10,FALSE,FALSE,wqbench,phylum,exact_unaccepted_filtered,Tectidrilus verrucosus,476245,NA,Species,Animalia,Annelida,Clitellata,Tubificida,Naididae,Limnodriloides,NA,Animalia,Annelida,Oligochaeta,Haplotaxida,Tubificidae,Limnodriloides,TRUE,worms_full,FALSE,NA,NA
Lingulodinium polyedrum,wqbench,10,FALSE,FALSE,wqbench,class,fuzzy_filtered,Lingulaulax polyedra,1778370,NA,Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Lingulodiniaceae,Lingulaulax,marine,Chromista,Pyrrophycophyta,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Lingulodinium,FALSE,worms_full,FALSE,NA,NA
Lithobates septentrionalis,wqbench,10,FALSE,FALSE,wqbench,none,gbif_resolved,Lithobates septentrionalis,NA,2427047,SPECIES,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,NA,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,TRUE,gbif_full,FALSE,NA,NA
Litoria moorei,wqbench,10,FALSE,FALSE,wqbench,none,gbif_resolved,Litoria moorei,NA,2427680,SPECIES,Animalia,Chordata,Amphibia,Anura,Pelodryadidae,Ranoidea,NA,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria,TRUE,gbif_full,FALSE,NA,NA
Macomona liliana,wqbench,10,FALSE,FALSE,wqbench,class,exact_filtered,Macomona liliana,599383,NA,Species,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Macomona,marine,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,Macomona,TRUE,worms_full,FALSE,NA,NA
Macrobrachium hendersodayanus,"envirotox,wqbench",10,FALSE,FALSE,wqbench,none,gbif_resolved,Macrobrachium hendersodayanum,NA,2224509,SPECIES,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,TRUE,gbif_full,FALSE,NA,NA
Mesodesma glabrum,wqbench,10,FALSE,FALSE,wqbench,class,exact_unaccepted_filtered,Atactodea striata,216460,NA,Species,Animalia,Mollusca,Bivalvia,Venerida,Mesodesmatidae,Mesodesma,marine,Animalia,Mollusca,Bivalvia,Veneroida,Mesodesmatidae,Mesodesma,TRUE,worms_full,FALSE,NA,NA
Micropogonias undulatus,"anztox,envirotox,wqbench",10,FALSE,FALSE,wqbench,phylum,exact_filtered,Micropogonias undulatus,151158,NA,Species,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Micropogonias,marine|brackish,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Micropogonias,TRUE,worms_full,FALSE,NA,NA
Monopterus albus,"envirotox,wqbench",10,FALSE,FALSE,wqbench,phylum,exact_filtered,Monopterus albus,281590,NA,Species,Animalia,Chordata,Teleostei,Synbranchiformes,Synbranchidae,Monopterus,marine|brackish|freshwater,Animalia,Chordata,Actinopterygii,Synbranchiformes,Synbranchidae,Monopterus,TRUE,worms_full,FALSE,NA,NA
Monoraphidium convolutum,wqbench,10,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Monoraphidium convolutum,160592,NA,Species,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,freshwater,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Monoraphidium,TRUE,worms_full,FALSE,NA,NA
Monoraphidium sp.,wqbench,10,TRUE,FALSE,wqbench,genus_only,genus_resolved,Monoraphidium sp.,160590,NA,Genus,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,freshwater|terrestrial,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Monoraphidium,TRUE,worms_full,FALSE,NA,NA
Myoxocephalus octodecemspinosus,wqbench,10,FALSE,FALSE,wqbench,phylum,exact_filtered,Myoxocephalus octodecemspinosus,159520,NA,Species,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,marine|brackish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,TRUE,worms_full,FALSE,NA,NA
Mysidopsis juniae,wqbench,10,FALSE,FALSE,wqbench,class,exact_filtered,Mysidopsis juniae,226581,NA,Species,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Mysidopsis,marine,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Mysidopsis,TRUE,worms_full,FALSE,NA,NA
Mysis relicta,"envirotox,wqbench",10,FALSE,FALSE,wqbench,class,exact_filtered,Mysis relicta,120120,NA,Species,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Mysis,brackish|freshwater,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Mysis,TRUE,worms_full,FALSE,NA,NA
Mytilina sp.,wqbench,10,TRUE,FALSE,wqbench,genus_only,genus_resolved,Mytilina sp.,134943,NA,Genus,Animalia,Rotifera,Eurotatoria,Ploima,Mytilinidae,Mytilina,marine|brackish|freshwater,Animalia,Rotifera,Monogononta,Ploima,Mytilinidae,Mytilina,TRUE,worms_full,FALSE,NA,NA
Nannochloropsis gaditana,"envirotox,wqbench",10,FALSE,FALSE,wqbench,class,exact_unaccepted_filtered,Microchloropsis gaditana,376045,NA,Species,Chromista,Ochrophyta,Eustigmatophyceae,Eustigmatales,Monodopsidaceae,Nannochloropsis,marine,Chromista,Ochrophyta,Eustigmatophyceae,Eustigmatales,Monodopsidaceae,Nannochloropsis,TRUE,worms_full,FALSE,NA,NA
Nematostella vectensis,wqbench,10,FALSE,FALSE,wqbench,phylum,exact_filtered,Nematostella vectensis,100906,NA,Species,Animalia,Cnidaria,Hexacorallia,Actiniaria,Edwardsiidae,Nematostella,marine|brackish,Animalia,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Nematostella,TRUE,worms_full,FALSE,NA,NA
Neochloris pseudoalveolaris,wqbench,10,FALSE,FALSE,wqbench,class,exact_unaccepted_filtered,Parietochloris pseudoalveolaris,700533,NA,Species,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Neochloridaceae,Neochloris,terrestrial,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorococcaceae,Neochloris,TRUE,worms_full,FALSE,NA,NA
Neoplea striola,"envirotox,wqbench",10,FALSE,FALSE,wqbench,none,gbif_resolved,Neoplea striola,NA,2020543,SPECIES,Animalia,Arthropoda,Insecta,Hemiptera,Pleidae,Neoplea,NA,Animalia,Arthropoda,Insecta,Heteroptera,Pleidae,Neoplea,TRUE,gbif_full,FALSE,NA,NA
Nitella opaca,wqbench,10,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Nitella opaca,495206,NA,Species,Plantae,Charophyta,Charophyceae,Charales,Characeae,Nitella,marine|freshwater,Plantae,Charophyta,Charophyceae,Charales,Characeae,Nitella,TRUE,worms_full,FALSE,NA,NA
Opercularia sp.,wqbench,10,TRUE,FALSE,wqbench,genus_only,genus_resolved,Opercularia sp.,415714,NA,Genus,Chromista,Ciliophora,Oligohymenophorea,Sessilida,Operculariidae,Opercularia,marine|brackish,Animalia,Ciliophora,Ciliatea,Peritrichida,Operculariidae,Opercularia,TRUE,worms_full,FALSE,NA,NA
Oscillatoria chalybea,wqbench,10,FALSE,FALSE,wqbench,exact_name_priority,exact_unaccepted_filtered,Phormidium chalybeum,660943,NA,Species,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,brackish|freshwater|terrestrial,Monera,Cyanophycota,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,FALSE,worms_full,FALSE,NA,NA
Paragrapsus quadridentatus,"anztox,wqbench",10,FALSE,FALSE,wqbench,class,exact_filtered,Paragrapsus quadridentatus,444744,NA,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae,Paragrapsus,marine,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Paragrapsus,TRUE,worms_full,FALSE,NA,NA
Perumytilus purpuratus,wqbench,10,FALSE,FALSE,wqbench,class,exact_filtered,Perumytilus purpuratus,600490,NA,Species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Perumytilus,marine,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Perumytilus,TRUE,worms_full,FALSE,NA,NA
Pisidium sp.,wqbench,10,TRUE,FALSE,wqbench,genus_only,genus_resolved,Pisidium sp.,181554,NA,Genus,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium,freshwater,Animalia,Mollusca,Bivalvia,Veneroida,Pisidiidae,Pisidium,TRUE,worms_full,FALSE,NA,NA
Platygobio gracilis,"envirotox,wqbench",10,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Platygobio gracilis,567544,NA,Species,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Platygobio,freshwater,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Platygobio,TRUE,worms_full,FALSE,NA,NA
Poecilia sp,envirotox,10,TRUE,FALSE,envirotox,genus_only,genus_resolved,Poecilia sp,154394,NA,Genus,Animalia,Chordata,Teleostei,Cyprinodontiformes,Poeciliidae,Poecilia,marine|brackish|freshwater,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,NA,TRUE,worms_full,FALSE,NA,NA
Poecilia sp.,wqbench,10,TRUE,FALSE,wqbench,genus_only,genus_resolved,Poecilia sp.,154394,NA,Genus,Animalia,Chordata,Teleostei,Cyprinodontiformes,Poeciliidae,Poecilia,marine|brackish|freshwater,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,TRUE,worms_full,FALSE,NA,NA
Polyarthra euryptera,wqbench,10,FALSE,FALSE,wqbench,phylum,exact_filtered,Polyarthra euryptera,1796087,NA,Species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,freshwater,Animalia,Rotifera,Monogononta,Ploima,Synchaetidae,Polyarthra,TRUE,worms_full,FALSE,NA,NA
Pontederia cordata,"anztox,wqbench",10,FALSE,FALSE,wqbench,none,gbif_resolved,Pontederia cordata,NA,2766030,SPECIES,Plantae,Tracheophyta,Liliopsida,Commelinales,Pontederiaceae,Pontederia,NA,Plantae,Magnoliophyta,Liliopsida,Liliales,Pontederiaceae,Pontederia,FALSE,gbif_full,FALSE,NA,NA
Porites astreoides,wqbench,10,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Porites astreoides,288889,NA,Species,Animalia,Cnidaria,Hexacorallia,Scleractinia,Poritidae,Porites,marine,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,TRUE,worms_full,FALSE,NA,NA
Quistadrilus multisetosus,"envirotox,wqbench",10,FALSE,FALSE,wqbench,phylum,exact_filtered,Quistadrilus multisetosus,1037349,NA,Species,Animalia,Annelida,Clitellata,Tubificida,Naididae,Quistadrilus,freshwater,Animalia,Annelida,Oligochaeta,Haplotaxida,Tubificidae,Quistadrilus,TRUE,worms_full,FALSE,NA,NA
Radix peregra,wqbench,10,FALSE,FALSE,wqbench,exact_name_priority,exact_unaccepted_filtered,Peregriana peregra,378584,NA,Species,Animalia,Mollusca,Gastropoda,NA,Lymnaeidae,Radix,freshwater,Animalia,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Radix,TRUE,worms_full,FALSE,NA,NA
Ranatra filiformis,wqbench,10,FALSE,FALSE,wqbench,none,gbif_resolved,Ranatra filiformis,NA,10329377,SPECIES,Animalia,Arthropoda,Insecta,Hemiptera,Nepidae,Ranatra,NA,Animalia,Arthropoda,Insecta,Heteroptera,Nepidae,Ranatra,TRUE,gbif_full,FALSE,NA,NA
Scenedesmus obliquus,anztox,10,FALSE,FALSE,anztox,exact_name_priority,exact_unaccepted_filtered,Tetradesmus obliquus,164078,NA,Species,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,freshwater,NA,NA,NA,NA,NA,NA,NA,worms_full,FALSE,NA,NA
Scinax nasicus,wqbench,10,FALSE,FALSE,wqbench,none,gbif_resolved,Scinax nasicus,NA,5217886,SPECIES,Animalia,Chordata,Amphibia,Anura,Hylidae,Scinax,NA,Animalia,Chordata,Amphibia,Anura,Hylidae,Scinax,TRUE,gbif_full,FALSE,NA,NA
Sigara alternata,"envirotox,wqbench",10,FALSE,FALSE,wqbench,none,gbif_resolved,Sigara alternata,NA,2049883,SPECIES,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Sigara,NA,Animalia,Arthropoda,Insecta,Heteroptera,Corixidae,Sigara,TRUE,gbif_full,FALSE,NA,NA
Skwala sp,"anztox,envirotox",10,TRUE,FALSE,envirotox,none,gbif_resolved,Skwala,NA,2004437,GENUS,Animalia,Arthropoda,Insecta,Plecoptera,Perlodidae,Skwala,NA,Animalia,Arthropoda,Insecta,Plecoptera,Perlodidae,NA,TRUE,gbif_full,FALSE,NA,NA
Sphaerechinus granularis,wqbench,10,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Sphaerechinus granularis,124427,NA,Species,Animalia,Echinodermata,Echinoidea,Camarodonta,Toxopneustidae,Sphaerechinus,marine,Animalia,Echinodermata,Echinoidea,Temnopleuroida,Toxopneustidae,Sphaerechinus,TRUE,worms_full,FALSE,NA,NA
Stichococcus sp.,wqbench,10,TRUE,FALSE,wqbench,genus_only,genus_resolved,Stichococcus sp.,144193,NA,Genus,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Stichococcaceae,Stichococcus,marine|brackish|freshwater|terrestrial,Plantae,Chlorophyta,Chlorophyceae,Prasiolales,Prasiolaceae,Stichococcus,TRUE,worms_full,FALSE,NA,NA
Strongylocentrotus franciscanus,wqbench,10,FALSE,FALSE,wqbench,class,exact_unaccepted_filtered,Mesocentrotus franciscanus,240762,NA,Species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,marine,Animalia,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,TRUE,worms_full,FALSE,NA,NA
Thalassodendron ciliatum,wqbench,10,FALSE,FALSE,wqbench,genus,exact_filtered,Thalassodendron ciliatum,220228,NA,Species,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Cymodoceaceae,Thalassodendron,marine,Plantae,Magnoliophyta,Liliopsida,Najadales,Cymodoceaceae,Thalassodendron,FALSE,worms_full,FALSE,NA,NA
Tigriopus angulatus,wqbench,10,FALSE,FALSE,wqbench,phylum,exact_filtered,Tigriopus angulatus,356164,NA,Species,Animalia,Arthropoda,Copepoda,Harpacticoida,Harpacticidae,Tigriopus,marine,Animalia,Arthropoda,Maxillopoda,Harpacticoida,Harpacticidae,Tigriopus,TRUE,worms_full,FALSE,NA,NA
Triturus cristatus,"envirotox,wqbench",10,FALSE,FALSE,wqbench,class,exact_filtered,Triturus cristatus,1035197,NA,Species,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,freshwater|terrestrial,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,TRUE,worms_full,FALSE,NA,NA
Tropisternus lateralis,"envirotox,wqbench",10,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Tropisternus lateralis,1489701,NA,Species,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Tropisternus,freshwater,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Tropisternus,TRUE,worms_full,FALSE,NA,NA
Urosalpinx cinerea,wqbench,10,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Urosalpinx cinerea,140429,NA,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Urosalpinx,marine,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Urosalpinx,TRUE,worms_full,FALSE,NA,NA
