casnumber_grouped,accepted_name,medium,min_tier_rank,max_tier_rank,n_distinct_tiers
7440382,Lepomis macrochirus,Freshwater,1,3,2
7440382,Nitocra spinipes spinipes,Freshwater,2,3,2
7440382,Oncorhynchus mykiss,Freshwater,1,3,3
7440382,Oreochromis mossambicus,Freshwater,1,3,3
7440382,Pangasianodon hypophthalmus,Freshwater,1,3,3
7440382,Paracyclopina nana,Marine,2,3,2
7440382,Pimephales promelas,Freshwater,1,3,3
7440382,Pimephales promelas,Unknown,1,3,2
7440382,Raphidocelis subcapitata,Unknown,2,3,2
7440382,Rhinella arenarum,Freshwater,1,3,3
7440382,Scenedesmus acutus acutus,Unknown,1,3,3
7440382,Tetradesmus obliquus,Unknown,1,3,3
7440393,Daphnia magna,Freshwater,1,3,3
7440393,Raphidocelis subcapitata,Unknown,1,3,2
7440417,Daphnia magna,Freshwater,1,3,3
7440417,Daphnia magna,Unknown,1,3,2
7440428,Ceriodaphnia dubia,Freshwater,1,3,3
7440428,Ceriodaphnia dubia,Unknown,1,3,2
7440428,Daphnia magna,Freshwater,1,3,3
7440428,Daphnia magna,Unknown,1,3,2
7440428,Gambusia affinis,Freshwater,1,3,2
7440428,Lemna minor,Freshwater,2,3,2
7440428,Oncorhynchus mykiss,Freshwater,1,3,3
7440428,Oncorhynchus mykiss,Unknown,1,3,2
7440439,Aedes aegypti,Freshwater,2,3,2
7440439,Aeolosoma headleyi,Unknown,1,3,2
7440439,Aldrichetta forsteri,Marine,1,3,2
7440439,Ambystoma gracile,Freshwater,1,3,3
7440439,Ambystoma gracile,Unknown,1,3,2
7440439,Americamysis bahia,Marine,1,3,3
7440439,Americamysis bahia,Unknown,1,3,2
7440439,Ampelisca abdita,Marine,2,3,2
7440439,Argopecten irradians,Marine,2,3,2
7440439,Asellus (Asellus) aquaticus aquaticus,Freshwater,1,3,3
7440439,Baetis tricaudatus,Freshwater,1,3,3
7440439,Brachionus calyciflorus,Freshwater,1,3,3
7440439,Brachionus calyciflorus,Unknown,1,3,2
7440439,Brachionus havanaensis,Freshwater,1,3,3
7440439,Brachionus havanaensis,Unknown,1,3,2
7440439,Brachionus plicatilis,Marine,1,3,2
7440439,Branchiura sowerbyi,Freshwater,2,3,2
7440439,Carassius auratus,Freshwater,2,3,2
7440439,Catostomus commersonii,Freshwater,2,3,2
7440439,Cerastoderma edule,Marine,1,3,3
7440439,Ceriodaphnia dubia,Freshwater,1,3,3
7440439,Ceriodaphnia dubia,Unknown,1,3,2
7440439,Ceriodaphnia reticulata,Freshwater,2,3,2
7440439,Chasmagnathus granulatus,Freshwater,1,3,3
7440439,Chironomus riparius,Freshwater,1,3,3
7440439,Chironomus tentans,Freshwater,1,3,3
7440439,Chlorella vulgaris,Unknown,1,3,2
7440439,Choromytilus meridionalis,Marine,2,3,2
7440439,Cirrhinus mrigala,Freshwater,1,3,3
7440439,Clarias batrachus,Freshwater,2,3,2
7440439,Cottus bairdii,Freshwater,1,3,3
7440439,Crangon septemspinosa,Marine,1,3,2
7440439,Crassostrea rhizophorae,Marine,1,3,3
7440439,Cyprinus carpio,Freshwater,1,3,3
7440439,Cyprinus carpio,Unknown,1,3,2
7440439,Danio rerio,Freshwater,1,3,3
7440439,Danio rerio,Unknown,1,3,2
7440439,Daphnia magna,Freshwater,1,3,3
7440439,Daphnia magna,Unknown,1,3,2
7440439,Daphnia pulex,Unknown,1,3,2
7440439,Dunaliella tertiolecta,Marine,2,3,2
7440439,Duttaphrynus melanostictus,Freshwater,1,3,3
7440439,Erpobdella octoculata,Freshwater,2,3,2
7440439,Fundulus heteroclitus,Marine,1,3,2
7440439,Gambusia affinis,Freshwater,1,3,3
7440439,Gammarus pulex,Freshwater,1,3,3
7440439,Gastrophryne carolinensis,Freshwater,1,3,3
7440439,Grandidierella japonica,Marine,2,3,2
7440439,Hyalella azteca,Freshwater,1,3,3
7440439,Hyalella azteca,Unknown,1,3,2
7440439,Hydra viridissima,Freshwater,1,3,3
7440439,Hydra viridissima,Unknown,1,3,2
7440439,Hydra vulgaris,Freshwater,1,3,3
7440439,Jordanella floridae,Freshwater,1,3,3
7440439,Lates calcarifer,Marine,2,3,2
7440439,Lemna minor,Freshwater,1,3,3
7440439,Lepomis cyanellus,Freshwater,1,3,2
7440439,Lepomis macrochirus,Freshwater,1,3,3
7440439,Leptophlebia marginata,Freshwater,2,3,2
7440439,Lingulaulax polyedra,Marine,1,3,3
7440439,Lithodes santolla,Marine,2,3,2
7440439,Lumbriculus variegatus,Freshwater,2,3,2
7440439,Lymnaea stagnalis,Freshwater,1,3,3
7440439,Macoma balthica,Marine,1,3,2
7440439,Magallana gigas,Marine,1,3,3
7440439,Menidia menidia,Marine,1,3,2
7440439,Microcystis aeruginosa,Freshwater,1,3,3
7440439,Moina macrocopa,Freshwater,2,3,2
7440439,Monhystrella microphthalma,Unknown,1,3,2
7440439,Monocorophium insidiosum,Marine,1,3,3
7440439,Morone saxatilis,Freshwater,2,3,2
7440439,Mugil cephalus,Marine,1,3,3
7440439,Mytilus edulis,Marine,1,3,3
7440439,Mytilus galloprovincialis,Marine,1,3,3
7440439,Nassarius festivus,Marine,1,3,3
7440439,Nitocra spinipes spinipes,Freshwater,2,3,2
7440439,Nitocra spinipes spinipes,Marine,1,3,3
7440439,Oncorhynchus mykiss,Unknown,1,3,2
7440439,Oncorhynchus tshawytscha,Freshwater,1,3,3
7440439,Oncorhynchus tshawytscha,Unknown,1,3,2
7440439,Oreochromis mossambicus,Freshwater,1,3,3
7440439,Oreochromis mossambicus,Marine,1,3,2
7440439,Oreochromis niloticus,Freshwater,1,3,3
7440439,Oreochromis niloticus,Unknown,1,3,2
7440439,Oryzias latipes,Freshwater,1,3,3
7440439,Oryzias latipes,Unknown,1,3,2
7440439,Palaemon pugio,Marine,1,3,3
7440439,Pandalus montagui,Marine,1,3,2
7440439,Paralichthys olivaceus,Marine,1,3,3
7440439,Parreysia corrugata,Freshwater,1,3,3
7440439,Penaeus (Litopenaeus) vannamei,Marine,1,3,3
7440439,Penaeus (Marsupenaeus) japonicus,Marine,1,3,3
7440439,Penaeus (Penaeus) monodon,Marine,1,3,3
7440439,Perna perna,Marine,1,3,3
7440439,Perna viridis,Marine,1,3,3
7440439,Pethia ticto,Freshwater,1,3,3
7440439,Pethia ticto,Unknown,1,3,2
7440439,Pimephales promelas,Freshwater,1,3,3
7440439,Pimephales promelas,Unknown,1,3,2
7440439,Poecilia vivipara,Marine,1,3,2
7440439,Polycelis tenuis,Freshwater,2,3,2
7440439,Procambarus clarkii,Freshwater,1,3,3
7440439,Pteronarcella badia,Freshwater,1,3,3
7440439,Ptychocheilus oregonensis,Freshwater,1,3,2
7440439,Raphidocelis subcapitata,Freshwater,1,3,3
7440439,Raphidocelis subcapitata,Unknown,1,3,3
7440439,Ruditapes decussatus,Marine,2,3,2
7440439,Salmo trutta,Freshwater,1,3,3
7440439,Salmo trutta,Unknown,1,3,2
7440439,Salvelinus fontinalis,Freshwater,1,3,3
7440439,Salvelinus fontinalis,Unknown,1,3,2
7440439,Scenedesmus quadricauda,Freshwater,2,3,2
7440439,Skeletonema costatum,Marine,2,3,2
7440439,Striostrea margaritacea,Marine,2,3,2
7440439,Tetraselmis gracilis,Unknown,1,3,2
7440439,Tigriopus brevicornis,Marine,1,3,3
7440439,Tigriopus japonicus,Marine,1,3,3
7440439,Tisbe battagliai,Unknown,1,3,2
7440451,Raphidocelis subcapitata,Unknown,1,3,2
7440473,Americamysis bahia,Unknown,1,3,2
7440473,Artemia salina,Marine,1,3,3
7440473,Asellus (Asellus) aquaticus aquaticus,Freshwater,2,3,2
7440473,Austropotamobius pallipes,Freshwater,2,3,2
7440473,Auxenochlorella pyrenoidosa,Freshwater,2,3,2
7440473,Capitella capitata,Marine,1,3,3
7440473,Carassius auratus,Freshwater,1,3,3
7440473,Ceriodaphnia dubia,Freshwater,1,3,3
7440473,Ceriodaphnia dubia,Unknown,1,3,2
7440473,Channa punctata,Freshwater,1,3,3
7440473,Channa punctata,Unknown,1,3,2
7440473,Chlorella vulgaris,Unknown,1,3,2
7440473,Citharichthys stigmaeus,Marine,1,3,3
7440473,Clarias batrachus,Freshwater,1,3,3
7440473,Cyprinodon variegatus,Unknown,1,3,2
7440473,Cyprinus carpio,Freshwater,1,3,3
7440473,Danio rerio,Freshwater,1,3,3
7440473,Danio rerio,Unknown,1,3,2
7440473,Daphnia (Ctenodaphnia) carinata,Freshwater,1,3,3
7440473,Daphnia (Ctenodaphnia) carinata,Unknown,1,3,2
7440473,Daphnia magna,Freshwater,1,3,3
7440473,Daphnia magna,Unknown,1,3,3
7440473,Dimorphilus gyrociliatus,Unknown,1,3,2
7440473,Dunaliella tertiolecta,Marine,2,3,2
7440473,Fundulus heteroclitus,Marine,1,3,2
7440473,Gasterosteus aculeatus,Freshwater,1,3,3
7440473,Gasterosteus aculeatus,Unknown,1,3,2
7440473,Gastrophryne carolinensis,Freshwater,2,3,2
7440473,Hyalella azteca,Freshwater,2,3,2
7440473,Lemna gibba,Freshwater,1,3,3
7440473,Lemna minor,Freshwater,1,3,3
7440473,Lepomis macrochirus,Freshwater,1,3,2
7440473,Lepomis macrochirus,Unknown,1,3,2
7440473,Lingulaulax polyedra,Marine,2,3,2
7440473,Mesocyclops (Mesocyclops) pehpeiensis,Freshwater,2,3,2
7440473,Micropterus salmoides,Freshwater,1,3,3
7440473,Micropterus salmoides,Unknown,1,3,2
7440473,Mytilus edulis,Marine,2,3,2
7440473,Nitzschia palea,Freshwater,2,3,2
7440473,Notodiaptomus conifer,Freshwater,1,3,3
7440473,Oncorhynchus mykiss,Freshwater,1,3,3
7440473,Oncorhynchus mykiss,Unknown,1,3,2
7440473,Oreochromis mossambicus,Freshwater,1,3,3
7440473,Oreochromis niloticus,Freshwater,1,3,3
7440473,Oreochromis niloticus,Unknown,1,3,2
7440473,Oryzias latipes,Freshwater,1,3,3
7440473,Palaemon pugio,Marine,1,3,3
7440473,Pimephales promelas,Freshwater,1,3,3
7440473,Pimephales promelas,Unknown,1,3,2
7440473,Raphidocelis subcapitata,Freshwater,1,3,3
7440473,Raphidocelis subcapitata,Unknown,1,3,3
7440473,Scylla serrata,Marine,1,3,3
7440473,Simocephalus vetulus,Freshwater,2,3,2
7440473,Skeletonema costatum,Marine,1,3,3
7440473,Skeletonema costatum,Unknown,1,3,2
7440484,Carassius auratus,Freshwater,2,3,2
7440484,Chlorella vulgaris,Unknown,1,3,2
7440484,Danio rerio,Freshwater,2,3,2
7440484,Danio rerio,Unknown,1,3,2
7440484,Daphnia magna,Freshwater,1,3,3
7440484,Daphnia magna,Unknown,1,3,2
7440484,Gastrophryne carolinensis,Freshwater,2,3,2
7440484,Girardia tigrina,Freshwater,2,3,2
7440484,Lipophrys pholis,Marine,2,3,2
7440484,Pimephales promelas,Freshwater,1,3,3
7440484,Pimephales promelas,Unknown,1,3,2
7440484,Terapon jarbua,Marine,1,3,2
7440508,Acipenser persicus,Freshwater,1,3,3
7440508,Aedes aegypti,Freshwater,2,3,2
7440508,Aliger gigas,Marine,1,3,3
7440508,Americamysis bahia,Marine,1,3,3
7440508,Ampelisca abdita,Marine,2,3,2
7440508,Anodonta anatina,Freshwater,1,3,3
7440508,Anodonta cygnea,Freshwater,1,3,3
7440508,Arbacia punctulata,Marine,2,3,2
7440508,Artemia franciscana,Marine,1,3,3
7440508,Artemia salina,Marine,1,3,3
7440508,Asellus (Asellus) aquaticus aquaticus,Freshwater,1,3,3
7440508,Atherinops affinis,Marine,1,3,3
7440508,Auxenochlorella pyrenoidosa,Unknown,1,3,2
7440508,Barbonymus gonionotus,Freshwater,1,3,3
7440508,Biomphalaria alexandrina,Freshwater,1,3,3
7440508,Biomphalaria glabrata,Freshwater,1,3,3
7440508,Brachionus calyciflorus,Freshwater,1,3,3
7440508,Brachionus calyciflorus,Unknown,1,3,2
7440508,Brachionus plicatilis,Unknown,1,3,2
7440508,Cambarunio iris,Freshwater,1,3,3
7440508,Capitella capitata,Marine,1,3,3
7440508,Carcinus maenas,Marine,1,3,3
7440508,Cerastoderma edule,Marine,2,3,2
7440508,Ceratophyllum demersum,Freshwater,1,3,3
7440508,Ceriodaphnia dubia,Freshwater,1,3,3
7440508,Ceriodaphnia dubia,Unknown,1,3,2
7440508,Channa punctata,Freshwater,1,3,3
7440508,Chasmagnathus granulatus,Marine,1,3,3
7440508,Chironomus ramosus,Freshwater,1,3,3
7440508,Chironomus riparius,Freshwater,1,3,3
7440508,Chironomus tentans,Freshwater,1,3,3
7440508,Chironomus tentans,Unknown,1,3,2
7440508,Chlamydomonas reinhardtii,Unknown,1,3,3
7440508,Chlorella vulgaris,Unknown,1,3,3
7440508,Choromytilus meridionalis,Marine,2,3,2
7440508,Chydorus sphaericus,Freshwater,1,3,3
7440508,Chydorus sphaericus,Unknown,1,3,2
7440508,Cirrhinus mrigala,Freshwater,1,3,3
7440508,Cirrhinus mrigala,Unknown,1,3,2
7440508,Corbicula fluminea,Freshwater,1,3,3
7440508,Corbicula manilensis,Freshwater,2,3,2
7440508,Crassostrea virginica,Marine,1,3,3
7440508,Ctenopharyngodon idella,Freshwater,2,3,2
7440508,Cyprinella monacha,Freshwater,1,3,3
7440508,Cyprinodon variegatus,Marine,1,3,3
7440508,Cyprinodon variegatus,Unknown,1,3,3
7440508,Cyprinus carpio,Freshwater,1,3,3
7440508,Cyprinus carpio communis,Freshwater,1,3,3
7440508,Danio rerio,Freshwater,1,3,3
7440508,Danio rerio,Unknown,1,3,2
7440508,Daphnia ambigua,Unknown,1,3,2
7440508,Daphnia galeata,Freshwater,1,3,3
7440508,Daphnia longispina,Freshwater,1,3,3
7440508,Daphnia magna,Freshwater,1,3,3
7440508,Daphnia magna,Unknown,1,3,3
7440508,Daphnia pulex,Freshwater,1,3,3
7440508,Daphnia pulex,Unknown,1,3,2
7440508,Dendraster excentricus,Marine,2,3,2
7440508,Desmodesmus subspicatus,Unknown,1,3,3
7440508,Dreissena polymorpha,Freshwater,1,3,3
7440508,Dunaliella tertiolecta,Marine,1,3,3
7440508,Dunaliella tertiolecta,Unknown,1,3,2
7440508,Entomoneis punctulata,Marine,1,3,3
7440508,Etheostoma fonticola,Freshwater,1,3,3
7440508,Euglena gracilis,Freshwater,1,3,3
7440508,Eurytemora affinis affinis,Marine,1,3,3
7440508,Eurytemora affinis affinis,Unknown,1,3,2
7440508,Eurythoe complanata,Marine,1,3,3
7440508,Exaiptasia diaphana,Marine,1,3,3
7440508,Fundulus heteroclitus,Marine,1,3,2
7440508,Gambusia affinis,Freshwater,1,3,3
7440508,Gammarus aequicauda,Marine,1,3,3
7440508,Gammarus fossarum,Freshwater,1,3,3
7440508,Gammarus lacustris,Freshwater,2,3,2
7440508,Gammarus pulex,Freshwater,1,3,3
7440508,Gammarus pulex,Unknown,1,3,2
7440508,Gasterosteus aculeatus,Freshwater,1,3,3
7440508,Gasterosteus aculeatus,Unknown,1,3,2
7440508,Gastrophryne carolinensis,Freshwater,2,3,2
7440508,Girardia tigrina,Freshwater,2,3,2
7440508,Haliotis rufescens,Marine,1,3,3
7440508,Hediste diversicolor,Freshwater,2,3,2
7440508,Hediste diversicolor,Marine,1,3,3
7440508,Heteropneustes fossilis,Freshwater,1,3,3
7440508,Hyalella azteca,Freshwater,1,3,3
7440508,Hyalella azteca,Unknown,1,3,2
7440508,Hyalella curvispina,Freshwater,1,3,3
7440508,Hydra viridissima,Unknown,1,3,2
7440508,Hydra vulgaris,Unknown,1,3,2
7440508,Hydrilla verticillata,Freshwater,2,3,2
7440508,Hydropsyche angustipennis,Freshwater,2,3,2
7440508,Ictalurus punctatus,Freshwater,1,3,3
7440508,Ictalurus punctatus,Unknown,1,3,2
7440508,Idotea balthica,Marine,1,3,3
7440508,Indonaia cylindrica,Freshwater,1,3,2
7440508,Labeo catla,Freshwater,2,3,2
7440508,Labeo rohita,Freshwater,2,3,2
7440508,Lagodon rhomboides,Marine,1,3,3
7440508,Lampsilis rafinesqueana,Freshwater,2,3,2
7440508,Lampsilis siliquoidea,Freshwater,1,3,3
7440508,Lecane quadridentata,Freshwater,1,3,3
7440508,Lemna aequinoctialis,Freshwater,2,3,2
7440508,Lemna gibba,Freshwater,1,3,3
7440508,Lemna minor,Freshwater,1,3,3
7440508,Lepomis macrochirus,Freshwater,2,3,2
7440508,Leptoxis praerosa,Freshwater,1,3,2
7440508,Limnodrilus hoffmeisteri,Freshwater,1,3,3
7440508,Lingulaulax polyedra,Marine,1,3,3
7440508,Lytechinus pictus,Marine,2,3,2
7440508,Macoma balthica,Marine,1,3,3
7440508,Macrobrachium dayanum,Freshwater,1,3,3
7440508,Macrobrachium rosenbergii,Freshwater,1,3,3
7440508,Macrocystis pyrifera,Unknown,1,3,2
7440508,Macrophthalmus (Paramareotis) erato,Marine,1,3,2
7440508,Magallana gigas,Marine,1,3,3
7440508,Megaleporinus obtusidens,Freshwater,1,3,3
7440508,Menidia beryllina,Marine,1,3,3
7440508,Menidia menidia,Marine,1,3,2
7440508,Mercenaria mercenaria,Marine,2,3,2
7440508,Mesocyclops (Mesocyclops) pehpeiensis,Freshwater,2,3,2
7440508,Metapenaeus dobsoni,Marine,1,3,3
7440508,Microcystis aeruginosa,Freshwater,2,3,2
7440508,Microcystis aeruginosa,Unknown,2,3,2
7440508,Micropogonias undulatus,Marine,1,3,3
7440508,Mogurnda mogurnda,Freshwater,1,3,3
7440508,Mogurnda mogurnda,Unknown,1,3,2
7440508,Moinodaphnia macleayi,Freshwater,1,3,3
7440508,Morone saxatilis,Freshwater,2,3,2
7440508,Morone saxatilis,Unknown,1,3,2
7440508,Morone saxatilis ssp. x chrysops,Unknown,1,3,2
7440508,Mystus vittatus,Freshwater,2,3,2
7440508,Mytilus edulis,Marine,1,3,3
7440508,Mytilus galloprovincialis,Marine,1,3,3
7440508,Mytilus trossulus,Marine,1,3,3
7440508,Nassarius festivus,Marine,1,3,3
7440508,Neanthes arenaceodentata,Marine,1,3,3
7440508,Nitellopsis obtusa,Freshwater,2,3,2
7440508,Nitocra spinipes spinipes,Marine,1,3,3
7440508,Nitzschia paleacea,Marine,2,3,2
7440508,Notodiaptomus conifer,Freshwater,1,3,3
7440508,Odontesthes bonariensis,Unknown,1,3,2
7440508,Oncorhynchus kisutch,Freshwater,1,3,3
7440508,Oncorhynchus kisutch,Unknown,1,3,2
7440508,Oncorhynchus mykiss,Freshwater,1,3,3
7440508,Oncorhynchus mykiss,Unknown,1,3,2
7440508,Oncorhynchus tshawytscha,Freshwater,1,3,3
7440508,Oncorhynchus tshawytscha,Unknown,1,3,2
7440508,Orbicella faveolata,Marine,1,3,3
7440508,Oreochromis mossambicus,Freshwater,1,3,3
7440508,Oreochromis niloticus,Freshwater,1,3,3
7440508,Oreochromis niloticus,Unknown,1,3,2
7440508,Ortmanniana abrupta,Freshwater,1,3,3
7440508,Oryza sativa,Freshwater,2,3,2
7440508,Oryzias latipes,Freshwater,2,3,2
7440508,Oziotelphusa senex,Freshwater,2,3,2
7440508,Palaemon pugio,Marine,1,3,3
7440508,Panulirus homarus,Marine,1,3,2
7440508,Panulirus homarus homarus,Marine,2,3,2
7440508,Paratya australiensis,Freshwater,2,3,2
7440508,Parreysia corrugata,Freshwater,1,3,3
7440508,Penaeus (Farfantepenaeus) paulensis,Marine,1,3,3
7440508,Penaeus (Fenneropenaeus) indicus,Marine,1,3,3
7440508,Penaeus (Marsupenaeus) japonicus,Marine,1,3,3
7440508,Penaeus (Penaeus) monodon,Marine,1,3,3
7440508,Perna perna,Marine,1,3,3
7440508,Perna viridis,Marine,1,3,3
7440508,Perumytilus purpuratus,Marine,1,3,3
7440508,Pethia conchonius,Freshwater,2,3,2
7440508,Pethia ticto,Freshwater,1,3,3
7440508,Pethia ticto,Unknown,1,3,2
7440508,Phaeodactylum tricornutum,Marine,1,3,3
7440508,Physella gyrina,Freshwater,2,3,2
7440508,Pimephales promelas,Freshwater,1,3,3
7440508,Pimephales promelas,Unknown,1,3,2
7440508,Plationus patulus,Freshwater,1,3,2
7440508,Pocillopora damicornis,Marine,1,3,3
7440508,Poecilia reticulata,Freshwater,1,3,2
7440508,Potamopyrgus antipodarum,Freshwater,1,3,3
7440508,Procambarus clarkii,Freshwater,2,3,2
7440508,Ptychocheilus oregonensis,Freshwater,1,3,2
7440508,Raphidocelis subcapitata,Freshwater,1,3,3
7440508,Raphidocelis subcapitata,Unknown,1,3,3
7440508,Rhodomonas salina,Marine,2,3,2
7440508,Ruditapes decussatus,Marine,1,3,3
7440508,Rutilus rutilus,Freshwater,1,3,3
7440508,Salvelinus confluentus,Freshwater,1,3,2
7440508,Salvelinus fontinalis,Freshwater,1,3,3
7440508,Scenedesmus acutus acutus,Freshwater,1,3,3
7440508,Scenedesmus acutus acutus,Unknown,1,3,2
7440508,Semibalanus balanoides,Marine,2,3,2
7440508,Spiralothelphusa hydrodroma,Freshwater,2,3,2
7440508,Spirodela polyrhiza,Freshwater,2,3,2
7440508,Striostrea margaritacea,Marine,2,3,2
7440508,Strongylocentrotus intermedius,Marine,1,3,3
7440508,Strongylocentrotus purpuratus,Marine,2,3,2
7440508,Tetraselmis suecica,Marine,1,3,3
7440508,Thamnocephalus platyurus,Freshwater,2,3,2
7440508,Tigriopus japonicus,Marine,1,3,3
7440508,Tilapia guineensis,Freshwater,1,3,3
7440508,Tilapia guineensis,Unknown,1,3,2
7440508,Tisbe battagliai,Marine,1,3,3
7440508,Tritia reticulata,Marine,1,3,2
7440508,Tubifex tubifex,Freshwater,2,3,2
7440508,Tympanotonos fuscatus,Freshwater,2,3,2
7440508,Ulva australis,Unknown,1,3,2
7440508,Villorita cyprinoides,Freshwater,2,3,2
7440508,Villorita cyprinoides,Marine,1,3,2
7440508,Xenopus laevis,Freshwater,1,3,2
7440564,Gastrophryne carolinensis,Freshwater,2,3,2
7440611,Ceriodaphnia dubia,Freshwater,1,3,3
7440611,Ceriodaphnia dubia,Unknown,1,3,2
7440611,Clarias gariepinus,Freshwater,1,3,3
7440611,Danio rerio,Freshwater,1,3,3
7440611,Danio rerio,Unknown,1,3,2
7440622,Carassius auratus,Freshwater,2,3,2
7440622,Danio rerio,Freshwater,1,3,2
7440622,Daphnia magna,Freshwater,1,3,3
7440622,Daphnia magna,Unknown,1,3,2
7440622,Oncorhynchus mykiss,Freshwater,1,3,3
7440622,Pimephales promelas,Freshwater,1,3,3
7440622,Pimephales promelas,Unknown,1,3,2
7440622,Poecilia reticulata,Unknown,1,3,2
7440666,Aedes aegypti,Freshwater,2,3,2
7440666,Allorchestes compressa,Marine,1,3,3
7440666,Americamysis bahia,Marine,1,3,3
7440666,Anodonta cygnea,Freshwater,2,3,2
7440666,Aspidisca cicada,Freshwater,1,3,2
7440666,Baetis tricaudatus,Freshwater,1,3,3
7440666,Brachionus havanaensis,Freshwater,1,3,3
7440666,Brachionus havanaensis,Unknown,1,3,2
7440666,Carassius auratus,Freshwater,1,3,3
7440666,Carassius auratus,Unknown,1,3,2
7440666,Carcinus maenas,Marine,2,3,2
7440666,Ceriodaphnia dubia,Freshwater,1,3,3
7440666,Ceriodaphnia dubia,Unknown,1,3,2
7440666,Ceriodaphnia reticulata,Freshwater,1,3,3
7440666,Chasmagnathus granulatus,Marine,1,3,3
7440666,Chlorella vulgaris,Unknown,1,3,2
7440666,Choromytilus meridionalis,Marine,2,3,2
7440666,Cirrhinus mrigala,Freshwater,2,3,2
7440666,Clarias gariepinus,Freshwater,1,3,3
7440666,Corbicula fluminea,Freshwater,1,3,3
7440666,Crassostrea rhizophorae,Marine,1,3,3
7440666,Ctenopharyngodon idella,Freshwater,1,3,3
7440666,Cyprinus carpio,Freshwater,1,3,3
7440666,Danio rerio,Unknown,1,3,2
7440666,Daphnia magna,Freshwater,1,3,3
7440666,Daphnia magna,Unknown,1,3,3
7440666,Daphnia pulex,Freshwater,1,3,3
7440666,Desmodesmus subspicatus,Unknown,2,3,2
7440666,Dunaliella tertiolecta,Marine,2,3,2
7440666,Fundulus heteroclitus,Freshwater,1,3,3
7440666,Fundulus heteroclitus,Marine,1,3,2
7440666,Fundulus heteroclitus,Unknown,1,3,2
7440666,Gammarus pulex,Freshwater,1,3,3
7440666,Gastrophryne carolinensis,Freshwater,2,3,2
7440666,Gomphonema parvulum,Freshwater,2,3,2
7440666,Haliotis diversicolor supertexta,Marine,1,3,3
7440666,Haliotis rufescens,Marine,1,3,3
7440666,Hediste diversicolor,Freshwater,2,3,2
7440666,Heteropneustes fossilis,Freshwater,1,3,3
7440666,Holmesimysis costata,Marine,1,3,3
7440666,Hyalella azteca,Freshwater,1,3,3
7440666,Hydra viridissima,Freshwater,1,3,3
7440666,Hydra viridissima,Unknown,1,3,2
7440666,Hydra vulgaris,Freshwater,1,3,3
7440666,Indonaia cylindrica,Freshwater,1,3,2
7440666,Labeo catla,Freshwater,2,3,2
7440666,Labeo rohita,Freshwater,2,3,2
7440666,Lemna gibba,Unknown,1,3,3
7440666,Lemna minor,Freshwater,1,3,3
7440666,Lepomis macrochirus,Freshwater,1,3,2
7440666,Leptoxis dilatata,Freshwater,1,3,2
7440666,Lingulaulax polyedra,Marine,2,3,2
7440666,Lumbriculus variegatus,Freshwater,2,3,2
7440666,Lymnaea stagnalis,Freshwater,1,3,3
7440666,Macrobrachium rosenbergii,Freshwater,2,3,2
7440666,Macrophthalmus (Paramareotis) erato,Marine,1,3,2
7440666,Magallana gigas,Marine,1,3,3
7440666,Megaleporinus obtusidens,Freshwater,1,3,3
7440666,Mesocyclops (Mesocyclops) pehpeiensis,Freshwater,2,3,2
7440666,Microcystis aeruginosa,Unknown,1,3,2
7440666,Moina affinis,Unknown,1,3,2
7440666,Mytilus edulis,Marine,1,3,3
7440666,Mytilus galloprovincialis,Marine,1,3,3
7440666,Nephelopsis obscura,Freshwater,1,3,3
7440666,Nitocra spinipes spinipes,Freshwater,2,3,2
7440666,Nitocra spinipes spinipes,Marine,1,3,3
7440666,Oncorhynchus clarkii,Freshwater,2,3,2
7440666,Oncorhynchus kisutch,Freshwater,1,3,3
7440666,Oncorhynchus mykiss,Freshwater,1,3,3
7440666,Oncorhynchus mykiss,Unknown,1,3,2
7440666,Oncorhynchus tshawytscha,Freshwater,1,3,3
7440666,Oncorhynchus tshawytscha,Unknown,1,3,2
7440666,Ophryotrocha diadema,Marine,1,3,2
7440666,Oreochromis mossambicus,Freshwater,1,3,3
7440666,Oreochromis mossambicus,Unknown,1,3,2
7440666,Oreochromis niloticus,Freshwater,1,3,3
7440666,Oreochromis niloticus,Unknown,1,3,2
7440666,Penaeus (Farfantepenaeus) paulensis,Marine,1,3,3
7440666,Penaeus (Fenneropenaeus) indicus,Marine,1,3,2
7440666,Penaeus (Litopenaeus) vannamei,Marine,1,3,3
7440666,Perna perna,Marine,2,3,2
7440666,Perna viridis,Marine,1,3,3
7440666,Pimephales promelas,Freshwater,1,3,3
7440666,Pimephales promelas,Unknown,1,3,2
7440666,Poecilia reticulata,Freshwater,1,3,3
7440666,Poecilia reticulata,Unknown,1,3,2
7440666,Raphidocelis subcapitata,Freshwater,1,3,3
7440666,Raphidocelis subcapitata,Unknown,1,3,3
7440666,Ruditapes decussatus,Marine,1,3,3
7440666,Salmo salar,Freshwater,1,3,3
7440666,Salmo trutta,Freshwater,1,3,3
7440666,Salmo trutta,Unknown,1,3,2
7440666,Salvelinus fontinalis,Freshwater,1,3,3
7440666,Salvelinus fontinalis,Unknown,1,3,2
7440666,Scenedesmus quadricauda,Freshwater,2,3,2
7440666,Scyliorhinus canicula,Marine,1,3,3
7440666,Striostrea margaritacea,Marine,2,3,2
7440666,Strongylocentrotus intermedius,Marine,1,3,3
7440666,Terapon jarbua,Marine,1,3,3
7440666,Tetradesmus lagerheimii,Unknown,1,3,3
