casnumber_grouped,accepted_name,source,statistic_type,stat_tier,test_class,conc_ug_L
2795393,Chlorella vulgaris,wqbench,EC40,undefined_x_needs_ruling,chronic,33930
60548,Brachionus plicatilis,wqbench,IC25,undefined_x_needs_ruling,chronic,57860
16887006,Isonychia bicolor,wqbench,IC25,undefined_x_needs_ruling,chronic,1167000
87865,Etheostoma fonticola,wqbench,IC25,undefined_x_needs_ruling,chronic,21
79436,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,366500
14797558,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,23500
7173515,Danio rerio,wqbench,IC25,undefined_x_needs_ruling,chronic,439.7
7440439,Hyla chrysoscelis,wqbench,LC40,undefined_x_needs_ruling,chronic,33.5
210880925,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,2.7
1912249,Raphidocelis subcapitata,wqbench,IC40,undefined_x_needs_ruling,chronic,68.20000000000002
1912249,Raphidocelis subcapitata,wqbench,EC25,undefined_x_needs_ruling,chronic,76.96
76039,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,22800
87865,Cyprinella monacha,wqbench,IC25,undefined_x_needs_ruling,chronic,75
793248,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,5
135410207,Neocloeon triangulifer,wqbench,LC25,undefined_x_needs_ruling,chronic,0.79
16887006,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,580000
60548,Brachionus plicatilis,wqbench,IC25,undefined_x_needs_ruling,chronic,369440
7440508,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,22
87865,Pimephales promelas,wqbench,EC25,undefined_x_needs_ruling,chronic,109
57929,Brachionus plicatilis,wqbench,IC25,undefined_x_needs_ruling,chronic,1467100
71751412,Daphnia magna,wqbench,IC25,undefined_x_needs_ruling,chronic,0.0074
135410207,Ceriodaphnia dubia,wqbench,EC25,undefined_x_needs_ruling,chronic,9180
7440280,Selenastrum capricornutum,wqbench,IC25,undefined_x_needs_ruling,chronic,100
7440382,Daphnia magna,wqbench,IC25,undefined_x_needs_ruling,chronic,1900
7440508,Phaeodactylum tricornutum,wqbench,IC25,undefined_x_needs_ruling,chronic,3.7
57636,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,500
1912249,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,51
14797558,Pimephales promelas,wqbench,LC25,undefined_x_needs_ruling,chronic,1200
40465665,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,5000
12125029,Lampsilis fasciola,wqbench,IC25,undefined_x_needs_ruling,chronic,570
14797558,Ceriodaphnia dubia,wqbench,LC25,undefined_x_needs_ruling,chronic,60
63252,Gila elegans,wqbench,IC25,undefined_x_needs_ruling,chronic,250
298464,Chironomus tentans,wqbench,LC25,undefined_x_needs_ruling,chronic,23700
16887006,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,1050000
87865,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,307
10124319,Xyrauchen texanus,wqbench,IC25,undefined_x_needs_ruling,chronic,13400
210880925,Planorbella pilsbryi,wqbench,EC25,undefined_x_needs_ruling,chronic,5.6
1912249,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,64.4
76040,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,4735000
7440280,Selenastrum capricornutum,wqbench,IC25,undefined_x_needs_ruling,chronic,100
55335063,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,450.1000000000001
76039,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,16700
53826134,Daphnia magna,wqbench,EC25,undefined_x_needs_ruling,chronic,40
793248,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,15
16887006,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,1140000
951659408,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,20
7440508,Tubifex tubifex,wqbench,LC25,undefined_x_needs_ruling,chronic,57
7440280,Selenastrum capricornutum,wqbench,IC25,undefined_x_needs_ruling,chronic,120
134523005,Chironomus tentans,wqbench,EC25,undefined_x_needs_ruling,chronic,7000
1763231,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,3.02
3380345,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,3.4
210880925,Planorbella pilsbryi,wqbench,LC25,undefined_x_needs_ruling,chronic,1312.8
51218452,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,196.6
16887006,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,521000
1912249,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,122.80000000000001
3380345,Raphidocelis subcapitata,wqbench,EC25,undefined_x_needs_ruling,chronic,2.44
51235042,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,1066.4
87865,Cyprinella monacha,wqbench,EC25,undefined_x_needs_ruling,chronic,81
14797558,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,48800
14797558,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,100
7440508,Raphidocelis subcapitata,wqbench,IC40,undefined_x_needs_ruling,chronic,164
7782505,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,565.0000000000001
95761,Oncorhynchus mykiss,wqbench,EC25,undefined_x_needs_ruling,chronic,200
2921882,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,0.264
135410207,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,3.6
76039,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,287200
7664417,Cambarunio iris,wqbench,IC25,undefined_x_needs_ruling,chronic,1000
59756604,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,76.7
7439921,Hyalella azteca,wqbench,IC25,undefined_x_needs_ruling,chronic,2.8
14808798,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,1056000
7440326,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,9400
27854315,Chironomus tentans,wqbench,LC25,undefined_x_needs_ruling,chronic,5700
70887944,Chironomus tentans,wqbench,LC25,undefined_x_needs_ruling,chronic,8430
7440508,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,27
63252,Ptychocheilus lucius,wqbench,IC25,undefined_x_needs_ruling,chronic,1330
14797558,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,80
7440508,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,36
7440020,Pimephales promelas,wqbench,EC25,undefined_x_needs_ruling,chronic,2000
27854315,Chironomus tentans,wqbench,EC25,undefined_x_needs_ruling,chronic,780
14797558,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,47500
111988499,Ceriodaphnia dubia,wqbench,EC25,undefined_x_needs_ruling,chronic,1510
95761,Oncorhynchus mykiss,wqbench,EC25,undefined_x_needs_ruling,chronic,200
7440439,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,150
7440508,Pimephales promelas,wqbench,EC25,undefined_x_needs_ruling,chronic,25
15905869,Chironomus tentans,wqbench,EC25,undefined_x_needs_ruling,chronic,1930
79572,Egeria densa,wqbench,EC25,undefined_x_needs_ruling,chronic,201.8
7440020,Chironomus dilutus,wqbench,LC25,undefined_x_needs_ruling,chronic,170000
40465665,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,6000
87865,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,91
14797558,Chironomus xanthus,wqbench,IC25,undefined_x_needs_ruling,chronic,31470
1912249,Raphidocelis subcapitata,wqbench,EC25,undefined_x_needs_ruling,chronic,82.18
76039,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,68100
2795393,Chlorella vulgaris,wqbench,EC40,undefined_x_needs_ruling,chronic,66070
7782492,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,130
2921882,Hyla chrysoscelis,wqbench,IC25,undefined_x_needs_ruling,chronic,0.81
5285609,Pimephales promelas,wqbench,EC25,undefined_x_needs_ruling,chronic,70
7440439,Staurastrum cristatum,wqbench,IC25,undefined_x_needs_ruling,chronic,5.4
7440326,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,1000
7440508,Cyprinella monacha,wqbench,IC25,undefined_x_needs_ruling,chronic,14300
298000,Oncorhynchus mykiss,wqbench,LC31,undefined_x_needs_ruling,chronic,2300
121755,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,0.46
51235042,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,125
28159980,Ruppia maritima,wqbench,IC25,undefined_x_needs_ruling,chronic,0.798
79118,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,5000
16887006,Isonychia bicolor,wqbench,IC25,undefined_x_needs_ruling,chronic,696000
95761,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,120
141537,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,1200000
355464,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,8118
59587381,Chlorella vulgaris,wqbench,EC30,undefined_x_needs_ruling,chronic,225200
76039,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,544000
70887886,Chironomus tentans,wqbench,LC25,undefined_x_needs_ruling,chronic,100000
76040,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,2249000
3380345,Raphidocelis subcapitata,wqbench,EC25,undefined_x_needs_ruling,chronic,20.299999999999997
76039,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,132700
14808798,Ceriodaphnia dubia,wqbench,EC25,undefined_x_needs_ruling,chronic,855000
7440666,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,1010
101043372,Lampsilis siliquoidea,wqbench,LC25,undefined_x_needs_ruling,chronic,100
63252,Desmonostoc muscorum,wqbench,LC25,undefined_x_needs_ruling,chronic,10230
7173515,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,10
122394,Pimephales promelas,wqbench,EC25,undefined_x_needs_ruling,chronic,3122
60515,Daphnia magna,wqbench,LC25,undefined_x_needs_ruling,chronic,145
7440439,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,160
70887944,Daphnia magna,wqbench,EC25,undefined_x_needs_ruling,chronic,235
1912249,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,55.9
3380345,Chironomus tentans,wqbench,EC25,undefined_x_needs_ruling,chronic,150
153719234,Planorbella pilsbryi,wqbench,LC25,undefined_x_needs_ruling,chronic,1467
7440473,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,1670
1912249,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,25.7
3380345,Oryzias latipes,wqbench,IC25,undefined_x_needs_ruling,chronic,290
127082,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,336000
7440508,Oncorhynchus mykiss,wqbench,EC25,undefined_x_needs_ruling,chronic,22
76051,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,166900
51235042,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,1070.8
59756604,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,29.1
7440508,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,21
40465665,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,6500
63252,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,330
16887006,Isonychia bicolor,wqbench,IC25,undefined_x_needs_ruling,chronic,2500000
95761,Oncorhynchus mykiss,wqbench,EC25,undefined_x_needs_ruling,chronic,200
14797558,Hyalella azteca,wqbench,IC25,undefined_x_needs_ruling,chronic,12200
4685147,Fasciola hepatica,wqbench,LC25,undefined_x_needs_ruling,chronic,1970
7440428,Lampsilis siliquoidea,wqbench,IC25,undefined_x_needs_ruling,chronic,34600
7440508,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,23
7439921,Hyalella azteca,wqbench,IC25,undefined_x_needs_ruling,chronic,20
7440508,Raphidocelis subcapitata,wqbench,IC40,undefined_x_needs_ruling,chronic,149
1071836,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,11400
138261413,Ceriodaphnia dubia,wqbench,EC25,undefined_x_needs_ruling,chronic,2070
69727,Selenastrum capricornutum,wqbench,IC25,undefined_x_needs_ruling,chronic,32
16887006,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,1160000
79436,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,51200
2921882,Hyla chrysoscelis,wqbench,IC25,undefined_x_needs_ruling,chronic,0.5900000000000001
165252700,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,38
7439976,Lithobates pipiens,wqbench,LC30,undefined_x_needs_ruling,chronic,5.6
87865,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,102
1563662,Desmonostoc muscorum,wqbench,LC25,undefined_x_needs_ruling,chronic,41300
14797558,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,5
59756604,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,1159.2
793248,Pimephales promelas,wqbench,EC25,undefined_x_needs_ruling,chronic,35
7440280,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,60
69727,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,32
87865,Oncorhynchus mykiss,wqbench,EC25,undefined_x_needs_ruling,chronic,71.00000000000001
56360,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,0.722
7440508,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,122.1
1763231,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,6.211
7440439,Bufo punctatus,wqbench,LC30,undefined_x_needs_ruling,chronic,7623
40465665,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,25000
2795393,Chlorella vulgaris,wqbench,EC30,undefined_x_needs_ruling,chronic,6695
375951,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,1500
56360,Americamysis bahia,wqbench,IC25,undefined_x_needs_ruling,chronic,0.349
7440439,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,130
79436,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,27200
53826134,Elodea canadensis,wqbench,EC25,undefined_x_needs_ruling,chronic,4.714
135410207,Chironomus dilutus,wqbench,LC25,undefined_x_needs_ruling,chronic,0.75
79118,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,4300
1912249,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,1687
7440439,Lithobates pipiens,wqbench,LC40,undefined_x_needs_ruling,chronic,35.5
53826134,Elodea canadensis,wqbench,EC25,undefined_x_needs_ruling,chronic,754
7440439,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,70
2921882,Ceriodaphnia dubia,wqbench,EC25,undefined_x_needs_ruling,chronic,0.020999999999999998
7440508,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,11
16887006,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,2590000
59587381,Microcystis aeruginosa,wqbench,EC30,undefined_x_needs_ruling,chronic,30670
7439921,Hyalella azteca,wqbench,IC25,undefined_x_needs_ruling,chronic,28
76051,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,155900
138261413,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,0.36
15905869,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,41
25154523,Tetraselmis subcordiformis,wqbench,EC30,undefined_x_needs_ruling,chronic,341
95761,Oncorhynchus mykiss,wqbench,EC25,undefined_x_needs_ruling,chronic,100
7440428,Lampsilis siliquoidea,wqbench,IC25,undefined_x_needs_ruling,chronic,38400
7440508,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,11.700000000000001
15687271,Selenastrum capricornutum,wqbench,IC25,undefined_x_needs_ruling,chronic,32
7440439,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,160
59756604,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,38
68359375,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,390
79118,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,6700
53826134,Daphnia magna,wqbench,LC25,undefined_x_needs_ruling,chronic,60
53826134,Daphnia magna,wqbench,EC25,undefined_x_needs_ruling,chronic,40
2795393,Microcystis aeruginosa,wqbench,EC30,undefined_x_needs_ruling,chronic,77390
1912249,Raphidocelis subcapitata,wqbench,EC25,undefined_x_needs_ruling,chronic,47.76
7440508,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,25
15905869,Cryptomonas erosa,wqbench,IC25,undefined_x_needs_ruling,chronic,490
7440439,Bufo punctatus,wqbench,LC40,undefined_x_needs_ruling,chronic,8681.000000000002
53826134,Elodea canadensis,wqbench,EC25,undefined_x_needs_ruling,chronic,3.1e-5
3380345,Chironomus tentans,wqbench,LC25,undefined_x_needs_ruling,chronic,100
63252,Desmonostoc muscorum,wqbench,LC25,undefined_x_needs_ruling,chronic,15850
7440666,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,910
127082,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,19900
7440508,Notropis mekistocholas,wqbench,IC25,undefined_x_needs_ruling,chronic,5300
90302,Lampsilis siliquoidea,wqbench,LC25,undefined_x_needs_ruling,chronic,4
375735,Chlorella vulgaris,wqbench,EC30,undefined_x_needs_ruling,chronic,104100
7439921,Hyalella azteca,wqbench,IC25,undefined_x_needs_ruling,chronic,18
7440508,Cambarunio iris,wqbench,IC25,undefined_x_needs_ruling,chronic,7.5
7440508,Etheostoma fonticola,wqbench,IC25,undefined_x_needs_ruling,chronic,15
14797558,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,209000
70887886,Raphidocelis subcapitata,wqbench,EC25,undefined_x_needs_ruling,chronic,21400
1912249,Raphidocelis subcapitata,wqbench,IC40,undefined_x_needs_ruling,chronic,64
90302,Pimephales promelas,wqbench,EC25,undefined_x_needs_ruling,chronic,119
7440508,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,75
7440508,Etheostoma fonticola,wqbench,IC25,undefined_x_needs_ruling,chronic,13
51218452,Raphidocelis subcapitata,wqbench,EC25,undefined_x_needs_ruling,chronic,57
7440508,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,670
7440224,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,7
7440508,Etheostoma fonticola,wqbench,IC25,undefined_x_needs_ruling,chronic,9.299999999999999
138261413,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,8.72
7439976,Gastrophryne carolinensis,wqbench,LC40,undefined_x_needs_ruling,chronic,1.1
7439976,Hyla chrysoscelis,wqbench,LC30,undefined_x_needs_ruling,chronic,2.1
7439976,Lithobates pipiens,wqbench,LC40,undefined_x_needs_ruling,chronic,7.5
57636,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,380
53826134,Elodea canadensis,wqbench,EC25,undefined_x_needs_ruling,chronic,317
1912249,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,141.65
1071836,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,15800
59756604,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,38.9
138261413,Ceriodaphnia dubia,wqbench,LC25,undefined_x_needs_ruling,chronic,5050
13746980,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,46.1
70887900,Chironomus tentans,wqbench,LC25,undefined_x_needs_ruling,chronic,100000
122394,Pimephales promelas,wqbench,EC25,undefined_x_needs_ruling,chronic,2737
79436,Isochrysis galbana,wqbench,EC25,undefined_x_needs_ruling,chronic,89600
7440508,Lampsilis siliquoidea,wqbench,IC25,undefined_x_needs_ruling,chronic,12
138261413,Chironomus dilutus,wqbench,EC25,undefined_x_needs_ruling,chronic,0.18
63252,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,330
375735,Microcystis aeruginosa,wqbench,EC40,undefined_x_needs_ruling,chronic,86420
14797558,Ceriodaphnia silvestrii,wqbench,IC25,undefined_x_needs_ruling,chronic,5050
7440508,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,15
87865,Pimephales promelas,wqbench,EC25,undefined_x_needs_ruling,chronic,153
1912249,Elodea canadensis,wqbench,EC25,undefined_x_needs_ruling,chronic,1.6
7440382,Sarcodia suiae,wqbench,IC25,undefined_x_needs_ruling,chronic,260.6000000000001
50000,Tubifex tubifex,wqbench,LC25,undefined_x_needs_ruling,chronic,240
7439921,Hyalella azteca,wqbench,IC25,undefined_x_needs_ruling,chronic,3.5
87865,Pimephales promelas,wqbench,EC25,undefined_x_needs_ruling,chronic,131
57929,Brachionus plicatilis,wqbench,IC25,undefined_x_needs_ruling,chronic,378490
122394,Lampsilis siliquoidea,wqbench,EC25,undefined_x_needs_ruling,chronic,127
51218452,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,448.1000000000001
7440508,Cyprinella monacha,wqbench,IC25,undefined_x_needs_ruling,chronic,40
2795393,Microcystis aeruginosa,wqbench,EC30,undefined_x_needs_ruling,chronic,49270
90302,Lampsilis siliquoidea,wqbench,EC25,undefined_x_needs_ruling,chronic,4
94757,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,42.6
70887842,Raphidocelis subcapitata,wqbench,EC25,undefined_x_needs_ruling,chronic,3900
7440439,Aquarana grylio,wqbench,LC40,undefined_x_needs_ruling,chronic,53.8
7440382,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,5930
79436,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,454500
85687,Desmodesmus subspicatus,wqbench,EC25,undefined_x_needs_ruling,chronic,146.048
7440508,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,21
14808798,Oncorhynchus kisutch,wqbench,EC25,undefined_x_needs_ruling,chronic,1264000
7440439,Aquarana grylio,wqbench,LC30,undefined_x_needs_ruling,chronic,31.9
7440508,Cyprinella monacha,wqbench,IC25,undefined_x_needs_ruling,chronic,33
7439976,Bufo punctatus,wqbench,LC30,undefined_x_needs_ruling,chronic,63.8
12125029,Lampsilis fasciola,wqbench,IC25,undefined_x_needs_ruling,chronic,390
79118,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,8200
79436,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,22500
87865,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,72.00000000000001
7440508,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,6300
87865,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,143.00000000000003
1763231,Chironomus dilutus,wqbench,EC25,undefined_x_needs_ruling,chronic,3.4050000000000002
298464,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,6100
76051,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,91700
7439976,Bufo punctatus,wqbench,LC30,undefined_x_needs_ruling,chronic,60
108952,Daphnia magna,wqbench,IC25,undefined_x_needs_ruling,chronic,3180
14797558,Ceriodaphnia silvestrii,wqbench,IC25,undefined_x_needs_ruling,chronic,4980
82657043,Daphnia magna,wqbench,IC25,undefined_x_needs_ruling,chronic,0.37
14797558,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,130
14797558,Pimephales promelas,wqbench,LC25,undefined_x_needs_ruling,chronic,1800
2795393,Chlorella vulgaris,wqbench,EC30,undefined_x_needs_ruling,chronic,41400
7440508,Etheostoma fonticola,wqbench,IC25,undefined_x_needs_ruling,chronic,8
3380345,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,60
76039,Isochrysis galbana,wqbench,EC25,undefined_x_needs_ruling,chronic,273800
12125029,Lampsilis siliquoidea,wqbench,IC25,undefined_x_needs_ruling,chronic,440
153719234,Chironomus dilutus,wqbench,LC25,undefined_x_needs_ruling,chronic,31.37
7439921,Hyalella azteca,wqbench,IC25,undefined_x_needs_ruling,chronic,27
7440508,Stigeoclonium helveticum,wqbench,IC25,undefined_x_needs_ruling,chronic,21.34
79436,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,16500
7173515,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,46.699999999999996
94757,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,34.5
1071836,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,11900
7440439,Lithobates pipiens,wqbench,LC30,undefined_x_needs_ruling,chronic,24.5
7440508,Phaeodactylum tricornutum,wqbench,IC25,undefined_x_needs_ruling,chronic,6.2
75967,Cyprinodon variegatus,wqbench,IC25,undefined_x_needs_ruling,chronic,557800
335671,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,38100
14808798,Oncorhynchus mykiss,wqbench,EC25,undefined_x_needs_ruling,chronic,501000
7440508,Champia parvula,wqbench,IC25,undefined_x_needs_ruling,chronic,9.62
7440439,Lithobates heckscheri,wqbench,LC30,undefined_x_needs_ruling,chronic,30.099999999999998
7440508,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,12
375951,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,351.2
7440473,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,490
7440280,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,90
138863,Selenastrum capricornutum,wqbench,IC25,undefined_x_needs_ruling,chronic,8164
2921882,Lithobates sphenocephalus sphenocephalus,wqbench,IC25,undefined_x_needs_ruling,chronic,54.64
16887006,Isonychia bicolor,wqbench,IC25,undefined_x_needs_ruling,chronic,704000
2921882,Lepomis macrochirus,wqbench,IC25,undefined_x_needs_ruling,chronic,1.89
14797558,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,1520
2795393,Microcystis aeruginosa,wqbench,EC40,undefined_x_needs_ruling,chronic,101700
16887006,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,710000
7440439,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,240
7440666,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,314
355464,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,4900
76039,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,25400
76039,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,18700
14808798,Raphidocelis subcapitata,wqbench,EC25,undefined_x_needs_ruling,chronic,1727000
7440439,Aquarana grylio,wqbench,LC30,undefined_x_needs_ruling,chronic,34.4
