source,scientificname,kingdom,phylum,subphylum,superclass,class,order_taxon,family,genus,common_name,source_majorgroup,source_minorgroup,source_trophic,source_ecological,source_animaltype,source_animalcategory,isheterotroph,ncbi_taxid
wqbench,Daphnia spinulata,Animalia,Arthropoda,Crustacea,NA,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Water Flea,NA,NA,Invertebrate,Planktonic Invertebrate,NA,NA,NA,191772
wqbench,Dascyllus aruanus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,Banded Humbug,NA,NA,Fish,Other,NA,NA,NA,80949
wqbench,Dawestrema cycloancistrium,Animalia,Platyhelminthes,NA,NA,Trematoda,Dactylogyridea,Ancyrocephalidae,Dawestrema,Flatworm,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Deleatidium sp.,Animalia,Arthropoda,Hexapoda,NA,Insecta,Ephemeroptera,Leptophlebiidae,Deleatidium,Mayfly,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Deltistes luxatus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Catostomidae,Deltistes,Lost River Sucker,NA,NA,Fish,Other,NA,NA,NA,148442
wqbench,Demoreptus sp.,Animalia,Arthropoda,Hexapoda,NA,Insecta,Ephemeroptera,Baetidae,Demoreptus,Mayfly,NA,NA,Invertebrate,Other,NA,NA,NA,328992
wqbench,Dendraster excentricus,Animalia,Echinodermata,Echinozoa,NA,Echinoidea,Clypeasteroida,Dendrasteridae,Dendraster,Sand Dollar,NA,NA,Invertebrate,Other,NA,NA,NA,273752
wqbench,Dendrocephalus brasiliensis,Animalia,Arthropoda,Crustacea,NA,Branchiopoda,Anostraca,Thamnocephalidae,Dendrocephalus,Fairy Shrimp,NA,NA,Invertebrate,Planktonic Invertebrate,NA,NA,NA,91584
wqbench,Dendrocoelum lacteum,Animalia,Platyhelminthes,NA,NA,Turbellaria,Tricladida,Dendrocoelidae,Dendrocoelum,"Turbellarian, Planarian",NA,NA,Invertebrate,Other,NA,NA,NA,27895
wqbench,Dendropsophus minutus,Animalia,Chordata,Vertebrata,NA,Amphibia,Anura,Hylidae,Dendropsophus,Lesser Treefrog,NA,NA,Amphibian,Other,NA,NA,NA,150711
wqbench,Dero digitata,Animalia,Annelida,NA,NA,Oligochaeta,Haplotaxida,Naididae,Dero,Oligochaete,NA,NA,Invertebrate,Other,NA,NA,NA,66488
wqbench,Dero obtusa,Animalia,Annelida,NA,NA,Oligochaeta,Haplotaxida,Naididae,Dero,Oligochaete,NA,NA,Invertebrate,Other,NA,NA,NA,212255
wqbench,Dero sp.,Animalia,Annelida,NA,NA,Oligochaeta,Haplotaxida,Naididae,Dero,Oligochaete,NA,NA,Invertebrate,Other,NA,NA,NA,66487
wqbench,Desmarestia menziesii,Chromista,Phaeophyta,NA,NA,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Brown Algae,NA,NA,Algae,Other,NA,NA,NA,62307
wqbench,Desmodesmus armatus,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Chlorococcales,Scenedesmaceae,Desmodesmus,Green Algae,NA,NA,Algae,Other,NA,NA,NA,375941
wqbench,Desmodesmus sp.,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Chlorococcales,Scenedesmaceae,Desmodesmus,Green Algae,NA,NA,Algae,Other,NA,NA,NA,91202
wqbench,Desmodesmus subspicatus,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Chlorococcales,Scenedesmaceae,Desmodesmus,Green Algae,NA,NA,Algae,Other,NA,NA,NA,104105
wqbench,Detonula confervacea,Chromista,Bacillariophyta,NA,NA,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Detonula,Diatom,NA,NA,Algae,Other,NA,NA,NA,83371
wqbench,Dexiostoma campyla,Animalia,Ciliophora,NA,NA,Ciliatea,Hymenostomatida,Turaniellidae,Dexiostoma,Freshwater Ciliate,NA,NA,Invertebrate,Other,NA,NA,NA,5927
wqbench,Dexiotricha granulosa,Animalia,Ciliophora,NA,NA,Ciliatea,Hymenostomatida,Loxocephalidae,Dexiotricha,Ciliate,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Diacyclops bicuspidatus,Animalia,Arthropoda,Crustacea,NA,Maxillopoda,Cyclopoida,Cyclopidae,Diacyclops,Cyclopod Copepod,NA,NA,Invertebrate,Other,NA,NA,NA,715333
wqbench,Diacyclops disjunctus,Animalia,Arthropoda,Crustacea,NA,Maxillopoda,Cyclopoida,Cyclopidae,Diacyclops,Cyclopoid Copepod,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Diacyclops sp.,Animalia,Arthropoda,Crustacea,NA,Maxillopoda,Cyclopoida,Cyclopidae,Diacyclops,Cyclopoid Copepod,NA,NA,Invertebrate,Other,NA,NA,NA,516365
wqbench,Diacyclops thomasi,Animalia,Arthropoda,Crustacea,NA,Maxillopoda,Cyclopoida,Cyclopidae,Diacyclops,Calanoid Copepod,NA,NA,Invertebrate,Other,NA,NA,NA,516366
wqbench,Diacypris compacta,Animalia,Arthropoda,Crustacea,NA,Ostracoda,Podocopida,Cyprididae,Diacypris,Ostracod,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Diadema antillarum,Animalia,Echinodermata,Echinozoa,NA,Echinoidea,Diadematoida,Diadematidae,Diadema,Long Spined Sea Urchin,NA,NA,Invertebrate,Other,NA,NA,NA,105358
wqbench,Diadema setosum,Animalia,Echinodermata,Echinozoa,NA,Echinoidea,Diadematoida,Diadematidae,Diadema,Reef Sea Urchin,NA,NA,Invertebrate,Other,NA,NA,NA,31175
wqbench,Diamesa cinerella,Animalia,Arthropoda,Hexapoda,NA,Insecta,Diptera,Chironomidae,Diamesa,Chironomid,NA,NA,Invertebrate,Other,NA,NA,NA,1355900
wqbench,Diamesa zernyi,Animalia,Arthropoda,Hexapoda,NA,Insecta,Diptera,Chironomidae,Diamesa,Dipteran,NA,NA,Invertebrate,Other,NA,NA,NA,1751540
wqbench,Diaphanosoma birgei,Animalia,Arthropoda,Crustacea,NA,Branchiopoda,Cladocera,Sididae,Diaphanosoma,Water Flea,NA,NA,Invertebrate,Planktonic Invertebrate,NA,NA,NA,527128
wqbench,Diaphanosoma brachyurum,Animalia,Arthropoda,Crustacea,NA,Branchiopoda,Cladocera,Sididae,Diaphanosoma,Water Flea,NA,NA,Invertebrate,Planktonic Invertebrate,NA,NA,NA,141395
wqbench,Diaphanosoma celebensis,Animalia,Arthropoda,Crustacea,NA,Branchiopoda,Cladocera,Sididae,Diaphanosoma,Cladoceran,NA,NA,Invertebrate,Planktonic Invertebrate,NA,NA,NA,2184134
wqbench,Diaphanosoma excisum,Animalia,Arthropoda,Crustacea,NA,Branchiopoda,Cladocera,Sididae,Diaphanosoma,Water Flea,NA,NA,Invertebrate,Planktonic Invertebrate,NA,NA,NA,2094052
wqbench,Diaphanosoma sp.,Animalia,Arthropoda,Crustacea,NA,Branchiopoda,Cladocera,Sididae,Diaphanosoma,Water Flea,NA,NA,Invertebrate,Planktonic Invertebrate,NA,NA,NA,117531
wqbench,Diaptomus clavipes,Animalia,Arthropoda,Crustacea,NA,Maxillopoda,Calanoida,Diaptomidae,Diaptomus,Calanoid Copepod,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Diaptomus forbesi,Animalia,Arthropoda,Crustacea,NA,Maxillopoda,Calanoida,Diaptomidae,Diaptomus,Calanoid Copepod,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Diaptomus gracilis,Animalia,Arthropoda,Crustacea,NA,Maxillopoda,Calanoida,Diaptomidae,Diaptomus,Calanoid Copepod,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Diaptomus leptopus,Animalia,Arthropoda,Crustacea,NA,Maxillopoda,Calanoida,Diaptomidae,Diaptomus,Calanoid Copepod,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Diaptomus sp.,Animalia,Arthropoda,Crustacea,NA,Maxillopoda,Calanoida,Diaptomidae,Diaptomus,Calanoid Copepod,NA,NA,Invertebrate,Other,NA,NA,NA,398979
wqbench,Diatoma hiemale,Chromista,Bacillariophyta,NA,NA,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma,Diatom,NA,NA,Algae,Other,NA,NA,NA,NA
wqbench,Diatoma sp.,Chromista,Bacillariophyta,NA,NA,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma,Diatom,NA,NA,Algae,Other,NA,NA,NA,2862
wqbench,Diatoma vulgaris,Chromista,Bacillariophyta,NA,NA,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma,Diatom,NA,NA,Algae,Other,NA,NA,NA,426641
wqbench,Dicentrarchus labrax,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Moronidae,Dicentrarchus,Sea Bass,NA,NA,Fish,Other,NA,NA,NA,13489
wqbench,Dicranota sp.,Animalia,Arthropoda,Hexapoda,NA,Insecta,Diptera,Tipulidae,Dicranota,Crane Fly,NA,NA,Invertebrate,Other,NA,NA,NA,700836
wqbench,Dicrateria sp.,Chromista,Haptophyta,NA,NA,Prymnesiophyceae,Isochrysidales,Isochrysidaceae,Dicrateria,Algae,NA,NA,Algae,Other,NA,NA,NA,412163
wqbench,Dicrotendipes californicus,Animalia,Arthropoda,Hexapoda,NA,Insecta,Diptera,Chironomidae,Dicrotendipes,Midge,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Dictya sp.,Animalia,Arthropoda,Hexapoda,NA,Insecta,Diptera,Sciomyzidae,Dictya,Marsh Fly,NA,NA,Invertebrate,Other,NA,NA,NA,1096051
wqbench,Dictyosphaerium chlorelloides,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Chlorococcales,Dictyosphaeriaceae,Dictyosphaerium,Algae,NA,NA,Algae,Other,NA,NA,NA,NA
wqbench,Dictyosphaerium pulchellum,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Chlorococcales,Dictyosphaeriaceae,Dictyosphaerium,Green Algae,NA,NA,Algae,Other,NA,NA,NA,247497
wqbench,Dictyostelium discoideum,Animalia,Protozoa,Mycetozoa,NA,Dictyosteliomycetes,Dictyosteliales,Dictyosteliaceae,Dictyostelium,Amoeba,NA,NA,Invertebrate,Other,NA,NA,NA,44689
wqbench,Dictyota kunthii,Chromista,Phaeophyta,NA,NA,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,Brown Algae,NA,NA,Algae,Other,NA,NA,NA,499619
wqbench,Didinium nasutum,Animalia,Ciliophora,NA,NA,Ciliatea,NA,Didiniidae,Didinium,Ciliate Protozoan,NA,NA,Invertebrate,Other,NA,NA,NA,5997
wqbench,Didymops sp.,Animalia,Arthropoda,Hexapoda,NA,Insecta,Odonata,Corduliidae,Didymops,Dragonfly,NA,NA,Invertebrate,Other,NA,NA,NA,447886
wqbench,Didymosphenia geminata,Chromista,Bacillariophyta,NA,NA,Bacillariophyceae,Cymbellales,Gomphonemataceae,Didymosphenia,Diatom,NA,NA,Algae,Other,NA,NA,NA,1115533
wqbench,Dikerogammarus villosus,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Amphipoda,Gammaridae,Dikerogammarus,Gammarid Shrimp,NA,NA,Invertebrate,Other,NA,NA,NA,191522
wqbench,Dilocarcinus pagei,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Trichodactylidae,Dilocarcinus,River Crab,NA,NA,Invertebrate,Other,NA,NA,NA,169885
wqbench,Dineutus americanus,Animalia,Arthropoda,Hexapoda,NA,Insecta,Coleoptera,Gyrinidae,Dineutus,Whirligig Beetle,NA,NA,Invertebrate,Other,NA,NA,NA,1978417
wqbench,Dinobryon sp.,Chromista,Chrysophyta,NA,NA,Chrysophyceae,Ochromonadales,Ochromonadaceae,Dinobryon,Chrysophyte,NA,NA,Algae,Other,NA,NA,NA,1955563
wqbench,Dinocras cephalotes,Animalia,Arthropoda,Hexapoda,NA,Insecta,Plecoptera,Perlidae,Dinocras,Stonefly,NA,NA,Invertebrate,Other,NA,NA,NA,441509
wqbench,Dinophilus gyrociliatus,Animalia,Annelida,Polychaeta,NA,Errantia,Aciculata,Dorvilleidae,Dinophilus,Archiannelid,NA,NA,Invertebrate,Other,NA,NA,NA,120995
wqbench,Diogenes pugilator,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Diogenidae,Diogenes,Hermit Crab,NA,NA,Invertebrate,Other,NA,NA,NA,1436025
wqbench,Diopatra neapolitana,Animalia,Annelida,Polychaeta,NA,Errantia,Eunicida,Onuphidae,Diopatra,Solitary Tubeworm,NA,NA,Invertebrate,Other,NA,NA,NA,552537
wqbench,Diphetor hageni,Animalia,Arthropoda,Hexapoda,NA,Insecta,Ephemeroptera,Baetidae,Diphetor,Mayfly,NA,NA,Invertebrate,Other,NA,NA,NA,248183
wqbench,Diplectrona modesta,Animalia,Arthropoda,Hexapoda,NA,Insecta,Trichoptera,Hydropsychidae,Diplectrona,Caddisfly,NA,NA,Invertebrate,Other,NA,NA,NA,177861
wqbench,Diplectrona sp.,Animalia,Arthropoda,Hexapoda,NA,Insecta,Trichoptera,Hydropsychidae,Diplectrona,Net-Spinning Caddisfly,NA,NA,Invertebrate,Other,NA,NA,NA,177860
wqbench,Diplodon expansus,Animalia,Mollusca,NA,NA,Bivalvia,Unionoida,Hyriidae,Diplodon,Pearly Mussel,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Diplodus cervinus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Sparidae,Diplodus,Zebra Seabream,NA,NA,Fish,Other,NA,NA,NA,98820
wqbench,Diplodus sargus,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Sparidae,Diplodus,Sparid,NA,NA,Fish,Other,NA,NA,NA,38941
wqbench,Diploneis sp.,Chromista,Bacillariophyta,NA,NA,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,Diatom,NA,NA,Algae,Other,NA,NA,NA,1003045
wqbench,Diplonychus sp.,Animalia,Arthropoda,Hexapoda,NA,Insecta,Heteroptera,Belostomatidae,Diplonychus,Waterbug,NA,NA,Invertebrate,Other,NA,NA,NA,575838
wqbench,Diploscapter coronatus,Animalia,Nematoda,NA,NA,Secernentea,Rhabditida,Rhabditidae,Diploscapter,Nematode,NA,NA,Invertebrate,Other,NA,NA,NA,288516
wqbench,Diporeia sp.,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Amphipoda,Haustoriidae,Diporeia,Amphipod,NA,NA,Invertebrate,Other,NA,NA,NA,399978
wqbench,Discoglossus galganoi,Animalia,Chordata,Vertebrata,NA,Amphibia,Anura,Alytidae,Discoglossus,Iberian Painted Frog,NA,NA,Amphibian,Other,NA,NA,NA,97956
wqbench,Discoglossus jeanneae,Animalia,Chordata,Vertebrata,NA,Amphibia,Anura,Alytidae,Discoglossus,Spanish Painted Frog,NA,NA,Amphibian,Other,NA,NA,NA,61614
wqbench,Discoglossus pictus,Animalia,Chordata,Vertebrata,NA,Amphibia,Anura,Alytidae,Discoglossus,Painted Frog,NA,NA,Amphibian,Other,NA,NA,NA,8351
wqbench,Disparalona rostrata,Animalia,Arthropoda,Crustacea,NA,Branchiopoda,Diplostraca,Chydoridae,Disparalona,Water Flea,NA,NA,Invertebrate,Planktonic Invertebrate,NA,NA,NA,NA
wqbench,Ditylum brightwellii,Chromista,Bacillariophyta,NA,NA,Coscinodiscophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Diatom,NA,NA,Algae,Other,NA,NA,NA,49249
wqbench,Dolophilodes distinctus,Animalia,Arthropoda,Hexapoda,NA,Insecta,Trichoptera,Philopotamidae,Dolophilodes,Caddisfly,NA,NA,Invertebrate,Other,NA,NA,NA,98977
wqbench,Donax cuneatus,Animalia,Mollusca,NA,NA,Bivalvia,Veneroida,Donacidae,Donax,Marine Bivalve,NA,NA,Invertebrate,Other,NA,NA,NA,120567
wqbench,Donax faba,Animalia,Mollusca,NA,NA,Bivalvia,Veneroida,Donacidae,Donax,Clam,NA,NA,Invertebrate,Other,NA,NA,NA,120568
wqbench,Donax trunculus,Animalia,Mollusca,NA,NA,Bivalvia,Veneroida,Donacidae,Donax,Clam,NA,NA,Invertebrate,Other,NA,NA,NA,40130
wqbench,Dorosoma cepedianum,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Clupeiformes,Clupeidae,Dorosoma,Gizzard Shad,NA,NA,Fish,Other,NA,NA,NA,336262
wqbench,Dracunculus medinensis,Animalia,Nematoda,NA,NA,Secernentea,Camallanida,Dracunculidae,Dracunculus,Nematode,NA,NA,Invertebrate,Other,NA,NA,NA,318479
wqbench,Dreissena bugensis,Animalia,Mollusca,NA,NA,Bivalvia,Veneroida,Dreissenidae,Dreissena,Quagga Mussel,NA,NA,Invertebrate,Other,NA,NA,NA,427924
wqbench,Dreissena polymorpha,Animalia,Mollusca,NA,NA,Bivalvia,Veneroida,Dreissenidae,Dreissena,Zebra Mussel,NA,NA,Invertebrate,Other,NA,NA,NA,45954
wqbench,Dreissena sp.,Animalia,Mollusca,NA,NA,Bivalvia,Veneroida,Dreissenidae,Dreissena,Mussel,NA,NA,Invertebrate,Other,NA,NA,NA,45951
wqbench,Drepanomonas revoluta,Animalia,Ciliophora,NA,NA,Ciliatea,NA,Microthoracidae,Drepanomonas,Protozoan,NA,NA,Invertebrate,Other,NA,NA,NA,638338
wqbench,Drunella cornuta,Animalia,Arthropoda,Hexapoda,NA,Insecta,Ephemeroptera,Ephemerellidae,Drunella,Mayfly,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Drunella doddsi,Animalia,Arthropoda,Hexapoda,NA,Insecta,Ephemeroptera,Ephemerellidae,Drunella,Mayfly,NA,NA,Invertebrate,Other,NA,NA,NA,603581
wqbench,Drunella grandis,Animalia,Arthropoda,Hexapoda,NA,Insecta,Ephemeroptera,Ephemerellidae,Drunella,Mayfly,NA,NA,Invertebrate,Other,NA,NA,NA,248223
wqbench,Drunella grandis ssp. grandis,Animalia,Arthropoda,Hexapoda,NA,Insecta,Ephemeroptera,Ephemerellidae,Drunella,Mayfly,NA,NA,Invertebrate,Other,NA,NA,NA,248223
wqbench,Drunella sp.,Animalia,Arthropoda,Hexapoda,NA,Insecta,Ephemeroptera,Ephemerellidae,Drunella,Mayfly,NA,NA,Invertebrate,Other,NA,NA,NA,240913
wqbench,Dugesia bengalensis,Animalia,Platyhelminthes,NA,NA,Turbellaria,Tricladida,Planariidae,Dugesia,Planaria,NA,NA,Invertebrate,Other,NA,NA,NA,659320
wqbench,Dugesia dorotocephala,Animalia,Platyhelminthes,NA,NA,Turbellaria,Tricladida,Planariidae,Dugesia,"Turbellarian, Flatworm",NA,NA,Invertebrate,Other,NA,NA,NA,135777
wqbench,Dugesia gonocephala,Animalia,Platyhelminthes,NA,NA,Turbellaria,Tricladida,Planariidae,Dugesia,"Turbellarian, Flatworm",NA,NA,Invertebrate,Other,NA,NA,NA,56551
wqbench,Dugesia japonica,Animalia,Platyhelminthes,NA,NA,Turbellaria,Tricladida,Planariidae,Dugesia,Flatworm,NA,NA,Invertebrate,Other,NA,NA,NA,6161
wqbench,Dugesia lugubris,Animalia,Platyhelminthes,NA,NA,Turbellaria,Tricladida,Planariidae,Dugesia,Turbellarian Flatworm,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Dugesia schubarti,Animalia,Platyhelminthes,NA,NA,Turbellaria,Tricladida,Planariidae,Dugesia,Freshwater Planarian,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Dugesia sp.,Animalia,Platyhelminthes,NA,NA,Turbellaria,Tricladida,Planariidae,Dugesia,"Turbellarian, Flatworm",NA,NA,Invertebrate,Other,NA,NA,NA,6160
wqbench,Dunaliella bioculata,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Volvocales,Dunaliellaceae,Dunaliella,Green Algae,NA,NA,Algae,Other,NA,NA,NA,13790
wqbench,Dunaliella primolecta,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Volvocales,Dunaliellaceae,Dunaliella,Green Algae,NA,NA,Algae,Other,NA,NA,NA,257627
wqbench,Dunaliella salina,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Volvocales,Dunaliellaceae,Dunaliella,Green Algae,NA,NA,Algae,Other,NA,NA,NA,3046
wqbench,Dunaliella sp.,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Volvocales,Dunaliellaceae,Dunaliella,Green Algae,NA,NA,Algae,Other,NA,NA,NA,3044
wqbench,Dunaliella tertiolecta,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Volvocales,Dunaliellaceae,Dunaliella,Green Algae,NA,NA,Algae,Other,NA,NA,NA,3047
wqbench,Dunaliella viridis,Plantae,Chlorophyta,NA,NA,Chlorophyceae,Volvocales,Dunaliellaceae,Dunaliella,Green Algae,NA,NA,Algae,Other,NA,NA,NA,140095
wqbench,Durvillaea antarctica,Chromista,Phaeophyta,NA,NA,Phaeophyceae,Fucales,Durvillaeaceae,Durvillaea,Bull Kelp,NA,NA,Algae,Other,NA,NA,NA,112057
wqbench,Duttaphrynus melanostictus,Animalia,Chordata,Vertebrata,NA,Amphibia,Anura,Bufonidae,Duttaphrynus,Asian Common Toad,NA,NA,Amphibian,Other,NA,NA,NA,30335
wqbench,Dyspanopeus sayi,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Decapoda,Xanthidae,Dyspanopeus,Say Mud Crab,NA,NA,Invertebrate,Other,NA,NA,NA,101283
wqbench,Dytiscus marginalis,Animalia,Arthropoda,Hexapoda,NA,Insecta,Coleoptera,Dytiscidae,Dytiscus,Beetle,NA,NA,Invertebrate,Other,NA,NA,NA,398601
wqbench,Dytiscus sp.,Animalia,Arthropoda,Hexapoda,NA,Insecta,Coleoptera,Dytiscidae,Dytiscus,Diving Beetle,NA,NA,Invertebrate,Other,NA,NA,NA,107799
wqbench,Ecdyonurus venosus,Animalia,Arthropoda,Hexapoda,NA,Insecta,Ephemeroptera,Heptageniidae,Ecdyonurus,Mayfly,NA,NA,Invertebrate,Other,NA,NA,NA,940665
wqbench,Echinisca triserialis,Animalia,Arthropoda,Crustacea,NA,Branchiopoda,Diplostraca,Macrothricidae,Echinisca,Cladoceran,NA,NA,Invertebrate,Planktonic Invertebrate,NA,NA,NA,NA
wqbench,Echinocardium cordatum,Animalia,Echinodermata,Echinozoa,NA,Echinoidea,Spatangoida,Loveniidae,Echinocardium,Heart Urchin,NA,NA,Invertebrate,Other,NA,NA,NA,39298
wqbench,Echinochloa oryzicola,Plantae,Magnoliophyta,NA,NA,Magnoliopsida,Poales,Poaceae,Echinochloa,Rice Barnyardgrass,NA,NA,Plant,Other,NA,NA,NA,338574
wqbench,Echinogammarus berilloni,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,Scud,NA,NA,Invertebrate,Other,NA,NA,NA,889313
wqbench,Echinogammarus echinosetosus,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,Amphipod,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Echinogammarus finmarchicus,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,Scud,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Echinogammarus marinus,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,Amphipod,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Echinogammarus meridionalis,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,Scud,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Echinogammarus olivii,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,Scud,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Echinogammarus sp.,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,Amphipod,NA,NA,Invertebrate,Other,NA,NA,NA,248952
wqbench,Echinogammarus tibaldii,Animalia,Arthropoda,Crustacea,NA,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,Amphipod,NA,NA,Invertebrate,Other,NA,NA,NA,1522908
wqbench,Echinometra lucunter,Animalia,Echinodermata,Echinozoa,NA,Echinoidea,Echinoida,Echinometridae,Echinometra,Rock Boring Urchin,NA,NA,Invertebrate,Other,NA,NA,NA,105361
wqbench,Echinometra mathaei,Animalia,Echinodermata,Echinozoa,NA,Echinoidea,Echinoida,Echinometridae,Echinometra,Sea Urchin,NA,NA,Invertebrate,Other,NA,NA,NA,31178
wqbench,Echinometra sp.,Animalia,Echinodermata,Echinozoa,NA,Echinoidea,Echinoida,Echinometridae,Echinometra,Sea Urchin,NA,NA,Invertebrate,Other,NA,NA,NA,31177
wqbench,Echinoparyphium recurvatum,Animalia,Platyhelminthes,NA,NA,Trematoda,Echinostomida,Echinostomatidae,Echinoparyphium,Trematode,NA,NA,Invertebrate,Other,NA,NA,NA,220794
wqbench,Echinoparyphium sp.,Animalia,Platyhelminthes,NA,NA,Trematoda,Echinostomida,Echinostomatidae,Echinoparyphium,Trematode,NA,NA,Invertebrate,Other,NA,NA,NA,138568
wqbench,Echinosphaerium sp.,Animalia,Protozoa,Mycetozoa,Acanthophractida,Heliozoa,Actinophryida,Actinosphaeridae,Echinosphaerium,Freshwater Amoebae,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Echinostoma sp.,Animalia,Platyhelminthes,NA,NA,Trematoda,Echinostomida,Echinostomatidae,Echinostoma,Fluke,NA,NA,Invertebrate,Other,NA,NA,NA,27847
wqbench,Echinostoma trivolvis,Animalia,Platyhelminthes,NA,NA,Trematoda,Echinostomida,Echinostomatidae,Echinostoma,Trematode,NA,NA,Invertebrate,Other,NA,NA,NA,27849
wqbench,Echyridella menziesii,Animalia,Mollusca,NA,NA,Bivalvia,Unionoida,Hyriidae,Echyridella,Freshwater Mussel,NA,NA,Invertebrate,Other,NA,NA,NA,981778
wqbench,Ecklonia cava,Chromista,Phaeophyta,NA,NA,Phaeophyceae,Laminariales,Lessoniaceae,Ecklonia,Brown Algae,NA,NA,Algae,Other,NA,NA,NA,105407
wqbench,Ecnomus sp.,Animalia,Arthropoda,Hexapoda,NA,Insecta,Trichoptera,Ecnomidae,Ecnomus,Caddisfly,NA,NA,Invertebrate,Other,NA,NA,NA,177959
wqbench,Egeria densa,Plantae,Magnoliophyta,NA,NA,Liliopsida,Hydrocharitales,Hydrocharitaceae,Egeria,American Frog's-Bit,NA,NA,Plant,Other,NA,NA,NA,55453
wqbench,Egeria radiata,Animalia,Mollusca,NA,NA,Bivalvia,Veneroida,Donacidae,Egeria,Freshwater Clam,NA,NA,Invertebrate,Other,NA,NA,NA,NA
wqbench,Egeria sp.,Plantae,Magnoliophyta,NA,NA,Liliopsida,Hydrocharitales,Hydrocharitaceae,Egeria,Aquatic Macrophyte,NA,NA,Plant,Other,NA,NA,NA,55452
wqbench,Eichhornia crassipes,Plantae,Magnoliophyta,NA,NA,Liliopsida,Liliales,Pontederiaceae,Eichhornia,Water-Hyacinth,NA,NA,Plant,Other,NA,NA,NA,44947
wqbench,Eichhornia sp.,Plantae,Magnoliophyta,NA,NA,Liliopsida,Liliales,Pontederiaceae,Eichhornia,Water Hyacinth,NA,NA,Plant,Other,NA,NA,NA,44945
